po_id,po_line_id,supplier_id,product_id,warehouse_id,order_date,promised_delivery_date,actual_delivery_date,qty_ordered,qty_received,qty_rejected,unit_cost,total_cost,status
PO-1206,1,SUP-1012,PB-6280,WH-WEST,2025-07-28,2025-08-17,2025-08-17,150,148,2,14.5,2175.0,received
PO-1207,1,SUP-1012,PB-6370,WH-CENTRAL,2025-08-08,2025-08-28,2025-08-29,200,195,5,5.2,1040.0,received
PO-1208,1,SUP-1012,PB-5980,WH-WEST,2025-08-08,2025-08-28,2025-08-26,200,199,1,15.9,3180.0,received
PO-1209,1,SUP-1012,PB-6195,WH-SOUTH,2025-07-30,2025-08-19,2025-08-19,200,198,2,12.1,2420.0,received
PO-1210,1,SUP-1012,PB-6460,WH-EAST,2025-07-28,2025-08-17,2025-08-17,25,24,1,3.9,97.5,received
PO-1211,1,SUP-1013,IF-9460,WH-CENTRAL,2025-07-16,2025-07-28,2025-07-28,50,49,1,7.3,365.0,received
PO-1212,1,SUP-1013,IF-8650,WH-WEST,2025-07-24,2025-08-05,2025-08-07,50,49,1,7.9,395.0,received
PO-1213,1,SUP-1013,IF-9090,WH-CENTRAL,2025-07-18,2025-07-30,2025-07-30,25,25,0,4.2,105.0,received
PO-1214,1,SUP-1013,IF-8870,WH-SOUTH,2025-08-01,2025-08-13,2025-08-13,250,245,5,3.5,875.0,received
PO-1215,1,SUP-1013,IF-9195,WH-EAST,2025-08-11,2025-08-23,2025-08-21,250,249,1,8.1,2025.0,received
PO-1216,1,SUP-1013,IF-8760,WH-CENTRAL,2025-07-28,2025-08-09,2025-08-09,200,196,4,10.4,2080.0,received
PO-1217,1,SUP-1013,IF-9090,WH-EAST,2025-07-15,2025-07-27,2025-07-27,100,97,3,4.2,420.0,received
PO-1218,1,SUP-1013,IF-9370,WH-CENTRAL,2025-07-17,2025-07-29,2025-07-31,150,148,2,5.9,885.0,received
PO-1219,1,SUP-1013,IF-9280,WH-EAST,2025-08-11,2025-08-23,2025-08-24,100,99,1,16.7,1670.0,received
PO-1220,1,SUP-1013,IF-8870,WH-EAST,2025-07-31,2025-08-12,2025-08-11,250,246,4,3.5,875.0,received
PO-1221,1,SUP-1013,IF-9195,WH-CENTRAL,2025-08-07,2025-08-19,2025-08-20,500,496,4,8.1,4050.0,received
PO-1222,1,SUP-1013,IF-8760,WH-WEST,2025-07-23,2025-08-04,2025-08-04,50,50,0,10.4,520.0,received
PO-1223,1,SUP-1013,IF-8760,WH-WEST,2025-08-08,2025-08-20,2025-08-20,250,244,6,10.4,2600.0,received
PO-1224,1,SUP-1013,IF-9370,WH-CENTRAL,2025-08-11,2025-08-23,2025-08-23,250,246,4,5.9,1475.0,received
PO-1225,1,SUP-1013,IF-9370,WH-SOUTH,2025-08-04,2025-08-16,2025-08-18,100,98,2,5.9,590.0,received
PO-1226,1,SUP-1014,HF-2760,WH-EAST,2025-07-24,2025-08-21,2025-08-21,150,149,1,98.5,14775.0,received
PO-1227,1,SUP-1014,HF-2540,WH-EAST,2025-08-04,2025-09-01,2025-09-04,500,496,4,142.0,71000.0,received
PO-1228,1,SUP-1014,HF-2760,WH-SOUTH,2025-07-29,2025-08-26,2025-08-27,200,195,5,98.5,19700.0,received
PO-1229,1,SUP-1014,HF-2320,WH-SOUTH,2025-08-13,2025-09-10,2025-09-11,500,495,5,19.4,9700.0,received
PO-1230,1,SUP-1014,HF-2760,WH-SOUTH,2025-07-31,2025-08-28,2025-08-31,50,49,1,98.5,4925.0,received
PO-1231,1,SUP-1014,HF-2540,WH-EAST,2025-07-31,2025-08-28,2025-08-28,250,247,3,142.0,35500.0,received
PO-1232,1,SUP-1014,HF-2650,WH-SOUTH,2025-07-31,2025-08-28,2025-08-29,200,197,3,36.8,7360.0,received
PO-1233,1,SUP-1014,HF-2540,WH-SOUTH,2025-07-28,2025-08-25,2025-08-25,500,490,10,142.0,71000.0,received
PO-1234,1,SUP-1014,HF-2870,WH-CENTRAL,2025-07-17,2025-08-14,2025-08-13,100,98,2,75.3,7530.0,received
PO-1235,1,SUP-1014,HF-2540,WH-CENTRAL,2025-08-07,2025-09-04,2025-09-05,500,486,14,142.0,71000.0,received
PO-1236,1,SUP-1014,HF-2430,WH-CENTRAL,2025-07-17,2025-08-14,2025-08-15,200,194,6,68.5,13700.0,received
PO-1237,1,SUP-1014,HF-2540,WH-SOUTH,2025-08-06,2025-09-03,2025-09-03,25,25,0,142.0,3550.0,received
PO-1238,1,SUP-1014,HF-2540,WH-WEST,2025-08-05,2025-09-02,2025-09-04,250,244,6,142.0,35500.0,received
PO-1239,1,SUP-1015,EC-2680,WH-CENTRAL,2025-07-15,2025-07-23,2025-07-23,100,97,3,45.2,4520.0,received
PO-1240,1,SUP-1015,EC-2595,WH-SOUTH,2025-07-21,2025-07-29,2025-08-03,50,50,0,9.6,480.0,received
PO-1241,1,SUP-1015,EC-2595,WH-EAST,2025-07-31,2025-08-08,2025-08-08,500,488,12,9.6,4800.0,received
PO-1242,1,SUP-1015,EC-2380,WH-CENTRAL,2025-08-12,2025-08-20,2025-08-21,500,490,10,52.3,26150.0,received
PO-1243,1,SUP-1015,EC-2490,WH-WEST,2025-08-06,2025-08-14,2025-08-15,500,486,14,38.7,19350.0,received
PO-1244,1,SUP-1015,EC-2680,WH-EAST,2025-07-28,2025-08-05,2025-08-06,100,99,1,45.2,4520.0,received
PO-1245,1,SUP-1015,EC-2680,WH-CENTRAL,2025-08-08,2025-08-16,2025-08-18,250,247,3,45.2,11300.0,received
PO-1246,1,SUP-1015,EC-2490,WH-CENTRAL,2025-07-30,2025-08-07,2025-08-07,500,489,11,38.7,19350.0,received
PO-1247,1,SUP-1015,EC-2680,WH-SOUTH,2025-08-08,2025-08-16,2025-08-18,100,98,2,45.2,4520.0,received
PO-1248,1,SUP-1016,IF-8760,WH-WEST,2025-08-11,2025-08-25,2025-08-24,100,98,2,10.4,1040.0,received
PO-1249,1,SUP-1016,IF-8870,WH-EAST,2025-08-06,2025-08-20,2025-08-20,500,496,4,3.5,1750.0,received
PO-1250,1,SUP-1016,IF-8650,WH-WEST,2025-07-23,2025-08-06,2025-08-09,150,149,1,7.9,1185.0,received
PO-1251,1,SUP-1016,IF-8980,WH-EAST,2025-08-13,2025-08-27,2025-08-29,50,49,1,5.6,280.0,received
PO-1252,1,SUP-1016,IF-8650,WH-SOUTH,2025-07-16,2025-07-30,2025-07-30,150,148,2,7.9,1185.0,received
PO-1253,1,SUP-1016,IF-8650,WH-CENTRAL,2025-07-22,2025-08-05,2025-08-05,25,25,0,7.9,197.5,received
PO-1254,1,SUP-1016,IF-8870,WH-WEST,2025-07-16,2025-07-30,2025-08-02,100,98,2,3.5,350.0,received
PO-1255,1,SUP-1016,IF-8760,WH-SOUTH,2025-07-29,2025-08-12,2025-08-10,200,199,1,10.4,2080.0,received
PO-1256,1,SUP-1016,IF-8870,WH-WEST,2025-08-01,2025-08-15,2025-08-16,250,246,4,3.5,875.0,received
PO-1257,1,SUP-1016,IF-8870,WH-WEST,2025-07-24,2025-08-07,2025-08-05,25,25,0,3.5,87.5,received
PO-1258,1,SUP-1016,IF-9090,WH-SOUTH,2025-07-17,2025-07-31,2025-08-02,25,25,0,4.2,105.0,received
PO-1259,1,SUP-1016,IF-9090,WH-EAST,2025-08-04,2025-08-18,2025-08-19,200,195,5,4.2,840.0,received
PO-1260,1,SUP-1016,IF-8870,WH-SOUTH,2025-07-15,2025-07-29,2025-07-29,200,196,4,3.5,700.0,received
PO-1261,1,SUP-1016,IF-8760,WH-EAST,2025-07-31,2025-08-14,2025-08-13,100,98,2,10.4,1040.0,received
PO-1262,1,SUP-1017,HF-3280,WH-SOUTH,2025-07-16,2025-07-23,2025-07-23,250,246,4,4.6,1150.0,received
PO-1263,1,SUP-1017,HF-3460,WH-EAST,2025-07-17,2025-07-24,2025-07-24,100,98,2,52.0,5200.0,received
PO-1264,1,SUP-1017,HF-2980,WH-CENTRAL,2025-07-16,2025-07-23,2025-07-23,100,97,3,2.8,280.0,received
PO-1265,1,SUP-1017,HF-3090,WH-SOUTH,2025-08-06,2025-08-13,2025-08-14,150,146,4,7.5,1125.0,received
PO-1266,1,SUP-1017,HF-2980,WH-SOUTH,2025-07-16,2025-07-23,2025-07-23,100,98,2,2.8,280.0,received
PO-1267,1,SUP-1017,HF-2980,WH-CENTRAL,2025-08-13,2025-08-20,2025-08-20,100,97,3,2.8,280.0,received
PO-1268,1,SUP-1017,HF-3370,WH-SOUTH,2025-07-23,2025-07-30,2025-08-01,25,25,0,26.4,660.0,received
PO-1269,1,SUP-1017,HF-3195,WH-EAST,2025-08-11,2025-08-18,2025-08-18,250,248,2,31.2,7800.0,received
PO-1270,1,SUP-1018,SE-2980,WH-SOUTH,2025-08-07,2025-08-22,2025-08-24,150,148,2,24.3,3645.0,received
PO-1271,1,SUP-1018,SE-2540,WH-SOUTH,2025-08-06,2025-08-21,2025-08-21,150,146,4,320.0,48000.0,received
PO-1272,1,SUP-1018,SE-2760,WH-EAST,2025-08-07,2025-08-22,2025-08-21,150,147,3,68.5,10275.0,received
PO-1273,1,SUP-1018,SE-2540,WH-CENTRAL,2025-07-25,2025-08-09,2025-08-08,25,24,1,320.0,8000.0,received
PO-1274,1,SUP-1018,SE-2760,WH-SOUTH,2025-08-06,2025-08-21,2025-08-21,150,148,2,68.5,10275.0,received
PO-1275,1,SUP-1018,SE-3090,WH-EAST,2025-08-07,2025-08-22,2025-08-25,500,490,10,15.6,7800.0,received
PO-1276,1,SUP-1018,SE-2980,WH-CENTRAL,2025-08-04,2025-08-19,2025-08-22,500,497,3,24.3,12150.0,received
PO-1277,1,SUP-1018,SE-3370,WH-SOUTH,2025-07-31,2025-08-15,2025-08-16,500,496,4,10.8,5400.0,received
PO-1278,1,SUP-1018,SE-2320,WH-WEST,2025-08-11,2025-08-26,2025-08-27,200,197,3,85.0,17000.0,received
PO-1279,1,SUP-1018,SE-2540,WH-EAST,2025-07-22,2025-08-06,2025-08-07,500,493,7,320.0,160000.0,received
PO-1280,1,SUP-1018,SE-3280,WH-EAST,2025-08-05,2025-08-20,2025-08-23,150,148,2,34.5,5175.0,received
PO-1281,1,SUP-1018,SE-2430,WH-WEST,2025-07-31,2025-08-15,2025-08-15,100,98,2,72.3,7230.0,received
PO-1282,1,SUP-1018,SE-2650,WH-EAST,2025-07-15,2025-07-30,2025-07-30,250,246,4,195.0,48750.0,received
PO-1283,1,SUP-1001,EC-1847,WH-CENTRAL,2025-08-22,2025-09-05,2025-09-05,250,245,5,84.5,21125.0,received
PO-1284,1,SUP-1001,EC-2291,WH-CENTRAL,2025-09-05,2025-09-19,2025-09-18,150,147,3,67.2,10080.0,received
PO-1285,1,SUP-1001,EC-1847,WH-WEST,2025-09-10,2025-09-24,2025-09-24,25,25,0,84.5,2112.5,received
PO-1286,1,SUP-1001,EC-2291,WH-SOUTH,2025-09-08,2025-09-22,2025-09-22,250,245,5,67.2,16800.0,received
PO-1287,1,SUP-1001,PB-4125,WH-CENTRAL,2025-09-05,2025-09-19,2025-09-19,25,25,0,34.2,855.0,received
PO-1288,1,SUP-1001,PB-4010,WH-CENTRAL,2025-09-11,2025-09-25,2025-09-24,100,98,2,18.5,1850.0,received
PO-1289,1,SUP-1001,PB-4125,WH-WEST,2025-09-08,2025-09-22,2025-09-22,100,98,2,34.2,3420.0,received
PO-1290,1,SUP-1001,EC-2291,WH-EAST,2025-08-20,2025-09-03,2025-09-02,500,490,10,67.2,33600.0,received
PO-1291,1,SUP-1001,EC-2291,WH-SOUTH,2025-08-14,2025-08-28,2025-08-28,100,98,2,67.2,6720.0,received
PO-1292,1,SUP-1001,PB-4010,WH-CENTRAL,2025-08-28,2025-09-11,2025-09-11,500,490,10,18.5,9250.0,received
PO-1293,1,SUP-1001,EC-2291,WH-EAST,2025-08-26,2025-09-09,2025-09-10,250,245,5,67.2,16800.0,received
PO-1294,1,SUP-1001,EC-3517,WH-SOUTH,2025-08-27,2025-09-10,2025-09-10,500,490,10,43.8,21900.0,received
PO-1295,1,SUP-1001,EC-1847,WH-WEST,2025-09-03,2025-09-17,2025-09-17,25,25,0,84.5,2112.5,received
PO-1296,1,SUP-1001,EC-3517,WH-CENTRAL,2025-08-18,2025-09-01,2025-09-01,500,490,10,43.8,21900.0,received
PO-1297,1,SUP-1001,PB-4125,WH-WEST,2025-08-18,2025-09-01,2025-09-01,150,147,3,34.2,5130.0,received
PO-1298,1,SUP-1001,PB-4230,WH-EAST,2025-09-09,2025-09-23,2025-09-23,25,25,0,72.6,1815.0,received
PO-1299,1,SUP-1001,EC-2291,WH-CENTRAL,2025-08-19,2025-09-02,2025-09-02,50,49,1,67.2,3360.0,received
PO-1300,1,SUP-1001,PB-4125,WH-WEST,2025-08-25,2025-09-08,2025-09-08,200,196,4,34.2,6840.0,received
PO-1301,1,SUP-1001,PB-4230,WH-EAST,2025-08-22,2025-09-05,2025-09-06,50,49,1,72.6,3630.0,received
PO-1302,1,SUP-1001,PB-4010,WH-CENTRAL,2025-08-18,2025-09-01,2025-09-01,250,245,5,18.5,4625.0,received
PO-1303,1,SUP-1001,PB-4010,WH-EAST,2025-09-03,2025-09-17,2025-09-17,50,49,1,18.5,925.0,received
PO-1304,1,SUP-1001,PB-4010,WH-WEST,2025-08-19,2025-09-02,2025-09-02,250,245,5,18.5,4625.0,received
PO-1305,1,SUP-1001,PB-4125,WH-CENTRAL,2025-09-09,2025-09-23,2025-09-21,200,196,4,34.2,6840.0,received
PO-1306,1,SUP-1001,PB-4230,WH-EAST,2025-08-15,2025-08-29,2025-08-29,250,245,5,72.6,18150.0,received
PO-1307,1,SUP-1001,EC-3004,WH-WEST,2025-09-01,2025-09-15,2025-09-15,150,147,3,125.0,18750.0,received
PO-1308,1,SUP-1001,PB-4125,WH-EAST,2025-08-29,2025-09-12,2025-09-12,250,245,5,34.2,8550.0,received
PO-1309,1,SUP-1001,EC-3004,WH-CENTRAL,2025-08-29,2025-09-12,2025-09-13,50,49,1,125.0,6250.0,received
PO-1310,1,SUP-1001,EC-3517,WH-CENTRAL,2025-08-28,2025-09-11,2025-09-12,25,25,0,43.8,1095.0,received
PO-1311,1,SUP-1001,EC-1847,WH-WEST,2025-08-28,2025-09-11,2025-09-11,150,147,3,84.5,12675.0,received
PO-1312,1,SUP-1001,EC-3517,WH-WEST,2025-09-02,2025-09-16,2025-09-16,50,49,1,43.8,2190.0,received
PO-1313,1,SUP-1001,PB-4230,WH-CENTRAL,2025-09-10,2025-09-24,2025-09-24,100,98,2,72.6,7260.0,received
PO-1314,1,SUP-1001,EC-2291,WH-CENTRAL,2025-08-21,2025-09-04,2025-09-02,150,147,3,67.2,10080.0,received
PO-1315,1,SUP-1001,EC-3004,WH-SOUTH,2025-08-21,2025-09-04,2025-09-02,50,49,1,125.0,6250.0,received
PO-1316,1,SUP-1001,EC-1847,WH-CENTRAL,2025-08-26,2025-09-09,2025-09-09,500,490,10,84.5,42250.0,received
PO-1317,1,SUP-1001,EC-3517,WH-WEST,2025-09-10,2025-09-24,2025-09-24,50,49,1,43.8,2190.0,received
PO-1318,1,SUP-1001,PB-4010,WH-CENTRAL,2025-08-20,2025-09-03,2025-09-02,500,490,10,18.5,9250.0,received
PO-1319,1,SUP-1001,EC-3517,WH-SOUTH,2025-08-29,2025-09-12,2025-09-12,100,98,2,43.8,4380.0,received
PO-1320,1,SUP-1001,EC-1847,WH-EAST,2025-08-26,2025-09-09,2025-09-09,200,196,4,84.5,16900.0,received
PO-1321,1,SUP-1001,EC-2291,WH-WEST,2025-09-01,2025-09-15,2025-09-13,100,98,2,67.2,6720.0,received
PO-1322,1,SUP-1001,EC-1847,WH-CENTRAL,2025-08-29,2025-09-12,2025-09-13,200,196,4,84.5,16900.0,received
PO-1323,1,SUP-1001,PB-4125,WH-SOUTH,2025-08-14,2025-08-28,2025-08-26,500,490,10,34.2,17100.0,received
PO-1324,1,SUP-1001,EC-3517,WH-WEST,2025-09-11,2025-09-25,2025-09-26,100,98,2,43.8,4380.0,received
PO-1325,1,SUP-1001,EC-3004,WH-SOUTH,2025-08-25,2025-09-08,2025-09-08,25,25,0,125.0,3125.0,received
PO-1326,1,SUP-1002,EC-1580,WH-WEST,2025-08-25,2025-09-04,2025-09-04,200,199,1,22.3,4460.0,received
PO-1327,1,SUP-1002,EC-1580,WH-SOUTH,2025-08-22,2025-09-01,2025-08-31,500,497,3,22.3,11150.0,received
PO-1328,1,SUP-1002,EC-1102,WH-SOUTH,2025-08-25,2025-09-04,2025-09-04,500,495,5,12.4,6200.0,received
PO-1329,1,SUP-1002,EC-1330,WH-WEST,2025-08-20,2025-08-30,2025-08-30,200,198,2,8.9,1780.0,received
PO-1330,1,SUP-1002,EC-1102,WH-EAST,2025-08-18,2025-08-28,2025-08-28,250,247,3,12.4,3100.0,received
PO-1331,1,SUP-1002,EC-1580,WH-SOUTH,2025-08-18,2025-08-28,2025-08-27,200,198,2,22.3,4460.0,received
PO-1332,1,SUP-1002,EC-1580,WH-CENTRAL,2025-08-19,2025-08-29,2025-08-29,150,148,2,22.3,3345.0,received
PO-1333,1,SUP-1002,EC-1580,WH-SOUTH,2025-09-05,2025-09-15,2025-09-15,200,198,2,22.3,4460.0,received
PO-1334,1,SUP-1002,EC-1102,WH-CENTRAL,2025-09-04,2025-09-14,2025-09-14,25,25,0,12.4,310.0,received
PO-1335,1,SUP-1002,EC-1610,WH-EAST,2025-09-02,2025-09-12,2025-09-12,150,148,2,11.5,1725.0,received
PO-1336,1,SUP-1002,EC-1580,WH-WEST,2025-08-15,2025-08-25,2025-08-26,200,199,1,22.3,4460.0,received
PO-1337,1,SUP-1002,EC-1610,WH-SOUTH,2025-08-18,2025-08-28,2025-08-28,500,497,3,11.5,5750.0,received
PO-1338,1,SUP-1002,EC-1610,WH-EAST,2025-08-20,2025-08-30,2025-08-31,25,25,0,11.5,287.5,received
PO-1339,1,SUP-1002,EC-1205,WH-SOUTH,2025-09-05,2025-09-15,2025-09-15,50,49,1,28.6,1430.0,received
PO-1340,1,SUP-1002,EC-1580,WH-SOUTH,2025-09-10,2025-09-20,2025-09-18,500,494,6,22.3,11150.0,received
PO-1341,1,SUP-1002,EC-1580,WH-WEST,2025-09-04,2025-09-14,2025-09-14,150,149,1,22.3,3345.0,received
PO-1342,1,SUP-1002,EC-1205,WH-SOUTH,2025-09-12,2025-09-22,2025-09-22,200,198,2,28.6,5720.0,received
PO-1343,1,SUP-1002,EC-1610,WH-CENTRAL,2025-09-02,2025-09-12,2025-09-12,150,148,2,11.5,1725.0,received
PO-1344,1,SUP-1003,IF-7890,WH-CENTRAL,2025-08-21,2025-08-28,2025-08-30,100,98,2,26.8,2680.0,received
PO-1345,1,SUP-1003,IF-8215,WH-SOUTH,2025-08-29,2025-09-05,2025-09-06,100,97,3,11.2,1120.0,received
PO-1346,1,SUP-1003,IF-8215,WH-CENTRAL,2025-09-01,2025-09-08,2025-09-08,250,243,7,11.2,2800.0,received
PO-1347,1,SUP-1003,IF-7675,WH-CENTRAL,2025-09-08,2025-09-15,2025-09-15,50,49,1,8.4,420.0,received
PO-1348,1,SUP-1003,IF-8215,WH-EAST,2025-08-25,2025-09-01,2025-09-02,150,146,4,11.2,1680.0,received
PO-1349,1,SUP-1003,IF-7340,WH-WEST,2025-09-09,2025-09-16,2025-09-16,200,196,4,38.2,7640.0,received
PO-1350,1,SUP-1003,IF-7455,WH-WEST,2025-09-02,2025-09-09,2025-09-10,250,247,3,18.7,4675.0,received
PO-1351,1,SUP-1003,IF-8100,WH-WEST,2025-09-03,2025-09-10,2025-09-09,50,49,1,9.8,490.0,received
PO-1352,1,SUP-1003,IF-8215,WH-SOUTH,2025-09-04,2025-09-11,2025-09-10,500,485,15,11.2,5600.0,received
PO-1353,1,SUP-1003,IF-8540,WH-WEST,2025-08-27,2025-09-03,2025-09-06,250,243,7,15.3,3825.0,received
PO-1354,1,SUP-1003,IF-7780,WH-WEST,2025-09-03,2025-09-10,2025-09-13,25,25,0,12.6,315.0,received
PO-1355,1,SUP-1003,IF-7995,WH-WEST,2025-09-10,2025-09-17,2025-09-20,25,25,0,14.5,362.5,received
PO-1356,1,SUP-1003,IF-8540,WH-WEST,2025-09-12,2025-09-19,2025-09-24,25,25,0,15.3,382.5,received
PO-1357,1,SUP-1003,IF-7780,WH-WEST,2025-09-12,2025-09-19,2025-09-22,250,243,7,12.6,3150.0,received
PO-1358,1,SUP-1003,IF-8540,WH-EAST,2025-08-14,2025-08-21,2025-08-22,100,99,1,15.3,1530.0,received
PO-1359,1,SUP-1003,IF-7560,WH-CENTRAL,2025-08-28,2025-09-04,2025-09-04,250,246,4,21.3,5325.0,received
PO-1360,1,SUP-1003,IF-7230,WH-SOUTH,2025-08-22,2025-08-29,2025-08-31,50,49,1,45.6,2280.0,received
PO-1361,1,SUP-1003,IF-8215,WH-SOUTH,2025-09-03,2025-09-10,2025-09-11,100,99,1,11.2,1120.0,received
PO-1362,1,SUP-1003,IF-7560,WH-CENTRAL,2025-09-01,2025-09-08,2025-09-10,250,248,2,21.3,5325.0,received
PO-1363,1,SUP-1003,IF-8430,WH-SOUTH,2025-09-09,2025-09-16,2025-09-16,150,149,1,4.8,720.0,received
PO-1364,1,SUP-1003,IF-8100,WH-EAST,2025-08-19,2025-08-26,2025-08-26,50,49,1,9.8,490.0,received
PO-1365,1,SUP-1003,IF-7010,WH-CENTRAL,2025-08-26,2025-09-02,2025-09-02,50,49,1,32.5,1625.0,received
PO-1366,1,SUP-1004,PB-4560,WH-EAST,2025-08-22,2025-09-09,2025-09-09,250,247,3,11.8,2950.0,received
PO-1367,1,SUP-1004,PB-4890,WH-EAST,2025-08-28,2025-09-15,2025-09-15,100,98,2,26.7,2670.0,received
PO-1368,1,SUP-1004,PB-4890,WH-CENTRAL,2025-09-05,2025-09-23,2025-09-24,25,24,1,26.7,667.5,received
PO-1369,1,SUP-1004,PB-4560,WH-WEST,2025-08-21,2025-09-08,2025-09-08,50,49,1,11.8,590.0,received
PO-1370,1,SUP-1004,PB-4780,WH-CENTRAL,2025-08-27,2025-09-14,2025-09-14,250,246,4,9.5,2375.0,received
PO-1371,1,SUP-1004,PB-4780,WH-WEST,2025-08-21,2025-09-08,2025-09-10,250,243,7,9.5,2375.0,received
PO-1372,1,SUP-1004,PB-4340,WH-SOUTH,2025-09-05,2025-09-23,2025-09-22,100,98,2,28.9,2890.0,received
PO-1373,1,SUP-1004,PB-4340,WH-WEST,2025-09-01,2025-09-19,2025-09-18,200,197,3,28.9,5780.0,received
PO-1374,1,SUP-1004,PB-4780,WH-SOUTH,2025-09-04,2025-09-22,2025-09-23,50,49,1,9.5,475.0,received
PO-1375,1,SUP-1004,PB-4780,WH-SOUTH,2025-09-08,2025-09-26,2025-09-26,25,25,0,9.5,237.5,received
PO-1376,1,SUP-1004,PB-4675,WH-EAST,2025-08-28,2025-09-15,2025-09-17,250,244,6,22.4,5600.0,received
PO-1377,1,SUP-1004,PB-4675,WH-CENTRAL,2025-09-09,2025-09-27,2025-09-28,25,25,0,22.4,560.0,received
PO-1378,1,SUP-1004,PB-4340,WH-SOUTH,2025-08-25,2025-09-12,2025-09-11,250,243,7,28.9,7225.0,received
PO-1379,1,SUP-1004,PB-4340,WH-SOUTH,2025-08-15,2025-09-02,2025-09-02,100,98,2,28.9,2890.0,received
PO-1380,1,SUP-1004,PB-4995,WH-SOUTH,2025-08-25,2025-09-12,2025-09-12,150,146,4,19.8,2970.0,received
PO-1381,1,SUP-1004,PB-4675,WH-SOUTH,2025-09-04,2025-09-22,2025-09-24,250,248,2,22.4,5600.0,received
PO-1382,1,SUP-1004,PB-4995,WH-CENTRAL,2025-08-19,2025-09-06,2025-09-06,200,198,2,19.8,3960.0,received
PO-1383,1,SUP-1004,PB-4455,WH-EAST,2025-08-14,2025-09-01,2025-09-01,100,98,2,14.3,1430.0,received
PO-1384,1,SUP-1004,PB-4675,WH-SOUTH,2025-09-09,2025-09-27,2025-09-27,50,49,1,22.4,1120.0,received
PO-1385,1,SUP-1004,PB-4560,WH-WEST,2025-09-12,2025-09-30,2025-10-02,250,249,1,11.8,2950.0,received
PO-1386,1,SUP-1004,PB-4890,WH-SOUTH,2025-09-02,2025-09-20,2025-09-23,500,486,14,26.7,13350.0,received
PO-1387,1,SUP-1004,PB-4455,WH-WEST,2025-09-02,2025-09-20,2025-09-20,25,24,1,14.3,357.5,received
PO-1388,1,SUP-1004,PB-4995,WH-EAST,2025-08-21,2025-09-08,2025-09-06,250,246,4,19.8,4950.0,received
PO-1389,1,SUP-1005,HF-1125,WH-EAST,2025-08-18,2025-09-08,2025-09-13,200,198,2,22.3,4460.0,received
PO-1390,1,SUP-1005,HF-1560,WH-CENTRAL,2025-09-01,2025-09-22,2025-09-24,200,195,5,34.5,6900.0,received
PO-1391,1,SUP-1005,HF-1125,WH-CENTRAL,2025-09-11,2025-10-02,2025-10-07,50,49,1,22.3,1115.0,received
PO-1392,1,SUP-1005,HF-1340,WH-CENTRAL,2025-08-22,2025-09-12,2025-09-13,25,25,0,8.7,217.5,received
PO-1393,1,SUP-1005,HF-1560,WH-WEST,2025-09-03,2025-09-24,2025-09-24,250,246,4,34.5,8625.0,received
PO-1394,1,SUP-1005,HF-1230,WH-SOUTH,2025-09-08,2025-09-29,2025-09-29,200,197,3,285.0,57000.0,received
PO-1395,1,SUP-1005,HF-1125,WH-CENTRAL,2025-08-26,2025-09-16,2025-09-18,50,49,1,22.3,1115.0,received
PO-1396,1,SUP-1005,HF-1125,WH-CENTRAL,2025-09-10,2025-10-01,2025-09-30,250,246,4,22.3,5575.0,received
PO-1397,1,SUP-1005,HF-1010,WH-SOUTH,2025-08-27,2025-09-17,2025-09-17,200,197,3,48.6,9720.0,received
PO-1398,1,SUP-1005,HF-1230,WH-WEST,2025-09-03,2025-09-24,2025-09-27,25,24,1,285.0,7125.0,received
PO-1399,1,SUP-1005,HF-1010,WH-WEST,2025-08-15,2025-09-05,2025-09-05,100,98,2,48.6,4860.0,received
PO-1400,1,SUP-1005,HF-1010,WH-EAST,2025-08-20,2025-09-10,2025-09-12,500,488,12,48.6,24300.0,received
PO-1401,1,SUP-1005,HF-1455,WH-WEST,2025-08-29,2025-09-19,2025-09-21,50,49,1,14.2,710.0,received
PO-1402,1,SUP-1005,HF-1010,WH-WEST,2025-09-12,2025-10-03,2025-10-06,50,50,0,48.6,2430.0,received
PO-1403,1,SUP-1005,HF-1340,WH-WEST,2025-09-05,2025-09-26,2025-09-27,200,197,3,8.7,1740.0,received
PO-1404,1,SUP-1005,HF-1125,WH-CENTRAL,2025-08-26,2025-09-16,2025-09-16,150,148,2,22.3,3345.0,received
PO-1405,1,SUP-1005,HF-1230,WH-CENTRAL,2025-09-11,2025-10-02,2025-10-02,150,146,4,285.0,42750.0,received
PO-1406,1,SUP-1005,HF-1560,WH-SOUTH,2025-09-09,2025-09-30,2025-10-03,100,99,1,34.5,3450.0,received
PO-1407,1,SUP-1005,HF-1340,WH-EAST,2025-09-01,2025-09-22,2025-09-22,500,496,4,8.7,4350.0,received
PO-1408,1,SUP-1005,HF-1230,WH-SOUTH,2025-08-18,2025-09-08,2025-09-08,50,49,1,285.0,14250.0,received
PO-1409,1,SUP-1005,HF-1125,WH-SOUTH,2025-09-03,2025-09-24,2025-09-24,250,244,6,22.3,5575.0,received
PO-1410,1,SUP-1005,HF-1340,WH-SOUTH,2025-08-28,2025-09-18,2025-09-19,50,49,1,8.7,435.0,received
PO-1411,1,SUP-1005,HF-1125,WH-SOUTH,2025-08-19,2025-09-09,2025-09-14,200,194,6,22.3,4460.0,received
PO-1412,1,SUP-1005,HF-1455,WH-EAST,2025-09-09,2025-09-30,2025-09-29,500,487,13,14.2,7100.0,received
