shipment_id,reference_type,reference_id,carrier_name,mode,origin_warehouse_id,destination,ship_date,estimated_arrival,actual_arrival,freight_cost,is_expedited,weight_kg,status
SHP-5171,SO,SO-5633,FastTrack Logistics,LTL,WH-CENTRAL,"Portland, OR",2025-08-04,2025-08-08,2025-08-09,358.54,False,325.5,delivered
SHP-5172,SO,SO-5770,Midwest Express Shipping,ground,WH-CENTRAL,"Charlotte, NC",2025-08-07,2025-08-15,2025-08-17,261.66,False,384.1,delayed
SHP-5173,PO,PO-3112,Pacific Coast Carriers,FTL,WH-CENTRAL,"Houston, TX",2025-08-05,2025-08-14,2025-08-14,243.49,False,161.8,delivered
SHP-5174,SO,SO-6657,Continental Freight,ground,WH-WEST,"Atlanta, GA",2025-08-04,2025-08-12,2025-08-15,245.7,False,120.3,delayed
SHP-5175,PO,PO-2527,Midwest Express Shipping,ground,WH-CENTRAL,"Detroit, MI",2025-07-30,2025-08-02,2025-08-02,204.19,False,103.0,delivered
SHP-5176,SO,SO-4592,Continental Freight,ground,WH-WEST,"Long Beach, CA",2025-08-13,2025-08-22,2025-08-22,330.81,False,82.6,delivered
SHP-5177,PO,PO-4047,FastTrack Logistics,air,WH-SOUTH,"Atlanta, GA",2025-08-07,2025-08-09,2025-08-09,945.8,True,386.3,delivered
SHP-5178,PO,PO-2232,Southern Route Transport,LTL,WH-SOUTH,"Indianapolis, IN",2025-07-18,2025-07-26,2025-07-26,209.78,False,293.8,delivered
SHP-5179,SO,SO-5954,Atlas Global Freight,ground,WH-WEST,"Houston, TX",2025-07-18,2025-07-22,2025-07-22,189.26,False,223.3,delivered
SHP-5180,PO,PO-3159,FastTrack Logistics,LTL,WH-WEST,"Detroit, MI",2025-07-22,2025-07-31,2025-07-31,160.92,False,274.9,delivered
SHP-5181,SO,SO-6723,Midwest Express Shipping,ground,WH-SOUTH,"Indianapolis, IN",2025-08-01,2025-08-10,2025-08-10,232.62,False,148.5,delivered
SHP-5182,SO,SO-3568,Southern Route Transport,ground,WH-SOUTH,"Charlotte, NC",2025-07-15,2025-07-24,2025-07-24,372.39,False,474.4,delivered
SHP-5183,PO,PO-3321,Southern Route Transport,ground,WH-SOUTH,"Hartford, CT",2025-07-17,2025-07-26,2025-07-26,363.04,False,29.6,delivered
SHP-5184,SO,SO-4972,Atlas Global Freight,ground,WH-EAST,"Detroit, MI",2025-07-16,2025-07-22,2025-07-22,160.08,False,229.5,delivered
SHP-5185,SO,SO-2908,Southern Route Transport,FTL,WH-CENTRAL,"Omaha, NE",2025-07-31,2025-08-08,2025-08-08,352.37,False,73.6,delivered
SHP-5186,SO,SO-2442,Atlas Global Freight,FTL,WH-SOUTH,"Indianapolis, IN",2025-08-11,2025-08-21,2025-08-21,342.06,False,309.6,delivered
SHP-5187,PO,PO-2305,Southern Route Transport,ground,WH-WEST,"Long Beach, CA",2025-07-17,2025-07-26,2025-07-26,164.95,False,359.7,delivered
SHP-5188,SO,SO-2383,Pacific Coast Carriers,LTL,WH-WEST,"Houston, TX",2025-07-21,2025-07-25,2025-07-25,227.63,False,452.7,delivered
SHP-5189,SO,SO-3992,Midwest Express Shipping,FTL,WH-WEST,"Long Beach, CA",2025-08-05,2025-08-08,2025-08-08,205.34,False,29.7,delivered
SHP-5190,SO,SO-6018,FastTrack Logistics,FTL,WH-WEST,"Houston, TX",2025-07-15,2025-07-18,2025-07-17,322.11,False,197.7,delivered
SHP-5191,SO,SO-6704,Continental Freight,LTL,WH-WEST,"Cleveland, OH",2025-07-18,2025-07-24,2025-07-23,204.35,False,228.2,delivered
SHP-5192,PO,PO-2933,Pacific Coast Carriers,LTL,WH-CENTRAL,"Cleveland, OH",2025-08-01,2025-08-07,2025-08-07,296.01,False,156.3,delivered
SHP-5193,PO,PO-1576,Midwest Express Shipping,ground,WH-WEST,"Houston, TX",2025-08-04,2025-08-13,2025-08-12,164.88,False,284.6,delivered
SHP-5194,SO,SO-3330,Midwest Express Shipping,FTL,WH-EAST,"Reno, NV",2025-07-22,2025-08-01,2025-08-02,343.81,False,213.6,delivered
SHP-5195,SO,SO-3364,FastTrack Logistics,FTL,WH-WEST,"Boston, MA",2025-08-07,2025-08-16,2025-08-15,189.92,False,210.1,delivered
SHP-5196,SO,SO-4210,Pacific Coast Carriers,ground,WH-WEST,"Houston, TX",2025-07-24,2025-07-30,2025-08-01,188.04,False,332.4,delayed
SHP-5197,SO,SO-6841,Continental Freight,FTL,WH-CENTRAL,"Reno, NV",2025-07-28,2025-08-02,2025-08-03,203.72,False,477.4,delivered
SHP-5198,PO,PO-1986,Atlas Global Freight,ground,WH-WEST,"Indianapolis, IN",2025-07-18,2025-07-22,2025-07-22,154.79,False,218.0,delivered
SHP-5199,PO,PO-2002,Atlas Global Freight,ground,WH-WEST,"Houston, TX",2025-08-08,2025-08-17,2025-08-19,151.0,False,190.1,delayed
SHP-5200,SO,SO-6335,Pacific Coast Carriers,LTL,WH-CENTRAL,"Omaha, NE",2025-08-04,2025-08-13,2025-08-13,314.4,False,211.2,delivered
SHP-5201,SO,SO-2004,Continental Freight,FTL,WH-WEST,"Charlotte, NC",2025-07-22,2025-07-25,2025-07-25,168.49,False,231.4,delivered
SHP-5202,SO,SO-7061,Atlas Global Freight,ground,WH-SOUTH,"Indianapolis, IN",2025-07-28,2025-08-07,2025-08-07,256.88,False,312.1,delivered
SHP-5203,SO,SO-4014,Atlas Global Freight,ground,WH-WEST,"Boston, MA",2025-07-30,2025-08-03,2025-08-04,148.63,False,292.0,delivered
SHP-5204,SO,SO-2811,Midwest Express Shipping,LTL,WH-CENTRAL,"Omaha, NE",2025-08-06,2025-08-13,2025-08-12,120.16,False,160.8,delivered
SHP-5205,PO,PO-3241,Pacific Coast Carriers,LTL,WH-CENTRAL,"Indianapolis, IN",2025-07-17,2025-07-24,2025-07-26,236.51,False,355.9,delayed
SHP-5206,PO,PO-2478,Atlas Global Freight,LTL,WH-SOUTH,"Detroit, MI",2025-07-31,2025-08-08,2025-08-08,267.95,False,473.4,delivered
SHP-5207,SO,SO-6961,Pacific Coast Carriers,ground,WH-EAST,"Portland, OR",2025-08-07,2025-08-15,2025-08-15,148.6,False,145.0,delivered
SHP-5208,SO,SO-2940,Midwest Express Shipping,FTL,WH-EAST,"Atlanta, GA",2025-07-15,2025-07-23,2025-07-23,191.66,False,237.4,delivered
SHP-5209,SO,SO-2187,Pacific Coast Carriers,ground,WH-WEST,"Omaha, NE",2025-07-22,2025-07-26,2025-07-26,261.01,False,414.4,delivered
SHP-5210,PO,PO-2964,Atlas Global Freight,FTL,WH-CENTRAL,"Omaha, NE",2025-07-28,2025-08-05,2025-08-05,235.9,False,25.0,delivered
SHP-5211,SO,SO-7258,Continental Freight,LTL,WH-SOUTH,"Detroit, MI",2025-08-12,2025-08-17,2025-08-16,298.43,False,65.9,delivered
SHP-5212,SO,SO-2782,Pacific Coast Carriers,FTL,WH-CENTRAL,"Reno, NV",2025-07-25,2025-07-28,2025-07-28,280.52,False,291.9,delivered
SHP-5213,SO,SO-4720,Pacific Coast Carriers,ground,WH-SOUTH,"Reno, NV",2025-08-04,2025-08-09,2025-08-09,277.37,False,356.3,delivered
SHP-5214,SO,SO-4768,Pacific Coast Carriers,LTL,WH-EAST,"Long Beach, CA",2025-08-05,2025-08-13,2025-08-13,136.75,False,418.8,delivered
SHP-5215,PO,PO-3308,Southern Route Transport,LTL,WH-EAST,"Long Beach, CA",2025-08-06,2025-08-16,2025-08-16,364.36,False,11.4,delivered
SHP-5216,PO,PO-1825,Atlas Global Freight,FTL,WH-WEST,"Boston, MA",2025-08-04,2025-08-07,2025-08-07,137.37,False,360.8,delivered
SHP-5217,PO,PO-3724,FastTrack Logistics,ground,WH-EAST,"Indianapolis, IN",2025-08-08,2025-08-14,2025-08-14,217.72,False,148.1,delivered
SHP-5218,SO,SO-2465,FastTrack Logistics,ground,WH-WEST,"Detroit, MI",2025-07-21,2025-07-24,2025-07-24,275.77,False,371.2,delivered
SHP-5219,SO,SO-5881,Continental Freight,ground,WH-CENTRAL,"Atlanta, GA",2025-07-31,2025-08-08,2025-08-08,130.17,False,436.6,delivered
SHP-5220,SO,SO-4712,Continental Freight,ground,WH-WEST,"Omaha, NE",2025-07-21,2025-07-27,2025-07-29,211.5,False,98.4,delayed
SHP-5221,SO,SO-6818,Continental Freight,ground,WH-WEST,"Cleveland, OH",2025-07-22,2025-07-25,2025-07-25,230.45,False,433.0,delivered
SHP-5222,SO,SO-5708,Pacific Coast Carriers,ground,WH-WEST,"Atlanta, GA",2025-08-05,2025-08-08,2025-08-08,363.71,False,274.0,delivered
SHP-5223,PO,PO-1923,Midwest Express Shipping,FTL,WH-CENTRAL,"Omaha, NE",2025-07-16,2025-07-26,2025-07-25,348.11,False,339.4,delivered
SHP-5224,PO,PO-2650,Atlas Global Freight,ground,WH-EAST,"Houston, TX",2025-07-31,2025-08-06,2025-08-06,282.48,False,214.4,delivered
SHP-5225,PO,PO-1278,Continental Freight,LTL,WH-CENTRAL,"Reno, NV",2025-07-18,2025-07-21,2025-07-20,167.44,False,376.5,delivered
SHP-5226,PO,PO-2360,FastTrack Logistics,ground,WH-CENTRAL,"Boston, MA",2025-08-06,2025-08-16,2025-08-16,354.4,False,36.7,delivered
SHP-5227,SO,SO-2327,Midwest Express Shipping,LTL,WH-SOUTH,"Detroit, MI",2025-07-16,2025-07-19,2025-07-19,229.51,False,116.1,delivered
SHP-5228,SO,SO-3659,Southern Route Transport,ground,WH-EAST,"Houston, TX",2025-07-28,2025-08-04,2025-08-03,238.1,False,364.3,delivered
SHP-5229,PO,PO-3297,Southern Route Transport,ground,WH-SOUTH,"Atlanta, GA",2025-07-29,2025-08-08,2025-08-07,343.99,False,150.9,delivered
SHP-5230,SO,SO-5028,Pacific Coast Carriers,LTL,WH-EAST,"Houston, TX",2025-07-25,2025-07-29,2025-07-29,140.12,False,307.9,delivered
SHP-5231,SO,SO-3185,Pacific Coast Carriers,ground,WH-WEST,"Portland, OR",2025-08-12,2025-08-18,2025-08-18,177.58,False,267.3,delivered
SHP-5232,SO,SO-3647,Pacific Coast Carriers,LTL,WH-SOUTH,"Reno, NV",2025-07-31,2025-08-04,2025-08-04,167.4,False,177.1,delivered
SHP-5233,SO,SO-5401,FastTrack Logistics,ground,WH-WEST,"Omaha, NE",2025-08-06,2025-08-09,2025-08-10,151.43,False,375.6,delivered
SHP-5234,SO,SO-3910,Midwest Express Shipping,ground,WH-SOUTH,"Boston, MA",2025-08-06,2025-08-11,2025-08-12,197.93,False,243.4,delivered
SHP-5235,SO,SO-7287,FastTrack Logistics,LTL,WH-WEST,"Detroit, MI",2025-07-15,2025-07-18,2025-07-19,320.46,False,159.7,delivered
SHP-5236,SO,SO-5939,Continental Freight,FTL,WH-SOUTH,"Omaha, NE",2025-08-01,2025-08-07,2025-08-07,194.15,False,172.8,delivered
SHP-5237,SO,SO-4617,FastTrack Logistics,FTL,WH-EAST,"Detroit, MI",2025-07-16,2025-07-22,2025-07-22,189.52,False,16.6,delivered
SHP-5238,SO,SO-3938,Pacific Coast Carriers,ground,WH-CENTRAL,"Boston, MA",2025-07-17,2025-07-27,2025-07-28,279.14,False,159.5,delivered
SHP-5239,SO,SO-4769,Continental Freight,ground,WH-CENTRAL,"Long Beach, CA",2025-08-01,2025-08-07,2025-08-07,344.84,False,280.3,delivered
SHP-5240,PO,PO-4169,FastTrack Logistics,ground,WH-WEST,"Indianapolis, IN",2025-07-21,2025-07-25,2025-07-25,320.84,False,377.2,delivered
SHP-5241,SO,SO-6354,Continental Freight,ground,WH-CENTRAL,"Long Beach, CA",2025-07-23,2025-07-26,2025-07-26,137.7,False,438.9,delivered
SHP-5242,SO,SO-4480,Pacific Coast Carriers,ground,WH-CENTRAL,"Charlotte, NC",2025-08-05,2025-08-11,2025-08-11,327.59,False,286.4,delivered
SHP-5243,PO,PO-3378,Continental Freight,LTL,WH-WEST,"Hartford, CT",2025-07-18,2025-07-26,2025-07-26,313.77,False,258.7,delivered
SHP-5244,SO,SO-5223,Atlas Global Freight,FTL,WH-CENTRAL,"Portland, OR",2025-08-12,2025-08-17,2025-08-17,134.71,False,276.9,delivered
SHP-5245,PO,PO-4065,Midwest Express Shipping,LTL,WH-SOUTH,"Atlanta, GA",2025-08-05,2025-08-13,2025-08-13,272.28,False,388.3,delivered
SHP-5246,SO,SO-4416,FastTrack Logistics,air,WH-EAST,"Long Beach, CA",2025-08-04,2025-08-07,2025-08-09,787.63,True,429.8,delayed
SHP-5247,PO,PO-1781,Pacific Coast Carriers,LTL,WH-WEST,"Long Beach, CA",2025-07-28,2025-08-02,2025-08-02,155.97,False,281.0,delivered
SHP-5248,SO,SO-4662,Southern Route Transport,ground,WH-CENTRAL,"Charlotte, NC",2025-07-22,2025-07-26,2025-07-27,247.09,False,481.8,delivered
SHP-5249,PO,PO-2111,Southern Route Transport,LTL,WH-WEST,"Detroit, MI",2025-07-21,2025-07-27,2025-07-28,307.9,False,270.6,delivered
SHP-5250,SO,SO-4256,Midwest Express Shipping,LTL,WH-WEST,"Atlanta, GA",2025-08-12,2025-08-18,2025-08-20,363.63,False,106.4,delayed
SHP-5251,PO,PO-1765,Southern Route Transport,ground,WH-CENTRAL,"Detroit, MI",2025-07-15,2025-07-23,2025-07-23,166.41,False,54.1,delivered
SHP-5252,SO,SO-6731,FastTrack Logistics,ground,WH-SOUTH,"Charlotte, NC",2025-07-28,2025-08-05,2025-08-05,314.99,False,190.1,delivered
SHP-5253,SO,SO-5312,Pacific Coast Carriers,FTL,WH-SOUTH,"Cleveland, OH",2025-07-17,2025-07-21,2025-07-20,138.69,False,169.3,delivered
SHP-5254,SO,SO-7286,FastTrack Logistics,LTL,WH-WEST,"Reno, NV",2025-08-05,2025-08-15,2025-08-15,302.29,False,38.1,delivered
SHP-5255,PO,PO-3930,FastTrack Logistics,FTL,WH-CENTRAL,"Reno, NV",2025-08-11,2025-08-17,2025-08-17,365.37,False,144.8,delivered
SHP-5256,SO,SO-4455,Southern Route Transport,ground,WH-SOUTH,"Hartford, CT",2025-07-21,2025-07-25,2025-07-25,255.6,False,67.9,delivered
SHP-5257,SO,SO-4423,Southern Route Transport,LTL,WH-CENTRAL,"Cleveland, OH",2025-07-18,2025-07-23,2025-07-23,279.83,False,20.4,delivered
SHP-5258,SO,SO-3919,FastTrack Logistics,FTL,WH-WEST,"Reno, NV",2025-07-15,2025-07-19,2025-07-19,227.92,False,124.3,delivered
SHP-5259,PO,PO-1318,FastTrack Logistics,FTL,WH-SOUTH,"Omaha, NE",2025-08-07,2025-08-12,2025-08-12,300.33,False,74.4,delivered
SHP-5260,SO,SO-6089,Atlas Global Freight,ground,WH-WEST,"Hartford, CT",2025-07-25,2025-07-31,2025-08-01,275.06,False,53.6,delivered
SHP-5261,SO,SO-6591,Pacific Coast Carriers,LTL,WH-SOUTH,"Long Beach, CA",2025-07-30,2025-08-09,2025-08-09,175.79,False,260.1,delivered
SHP-5262,SO,SO-4595,Midwest Express Shipping,ground,WH-WEST,"Indianapolis, IN",2025-08-04,2025-08-09,2025-08-09,335.77,False,336.5,delivered
SHP-5263,SO,SO-6518,Pacific Coast Carriers,LTL,WH-EAST,"Omaha, NE",2025-08-08,2025-08-16,2025-08-16,267.48,False,56.1,delivered
SHP-5264,SO,SO-4011,Midwest Express Shipping,LTL,WH-WEST,"Hartford, CT",2025-07-25,2025-07-28,2025-07-28,349.05,False,210.4,delivered
SHP-5265,SO,SO-2646,Midwest Express Shipping,LTL,WH-CENTRAL,"Atlanta, GA",2025-07-22,2025-07-27,2025-07-27,226.39,False,159.7,delivered
SHP-5266,SO,SO-2274,Continental Freight,FTL,WH-EAST,"Boston, MA",2025-07-30,2025-08-07,2025-08-09,298.29,False,53.3,delayed
SHP-5267,SO,SO-5730,FastTrack Logistics,LTL,WH-WEST,"Houston, TX",2025-07-15,2025-07-18,2025-07-19,332.08,False,258.9,delivered
SHP-5268,PO,PO-2878,FastTrack Logistics,LTL,WH-CENTRAL,"Detroit, MI",2025-08-04,2025-08-11,2025-08-11,305.75,False,349.9,delivered
SHP-5269,SO,SO-3355,Pacific Coast Carriers,ground,WH-CENTRAL,"Atlanta, GA",2025-07-21,2025-07-30,2025-07-30,138.38,False,182.4,delivered
SHP-5270,SO,SO-6140,FastTrack Logistics,FTL,WH-CENTRAL,"Long Beach, CA",2025-07-31,2025-08-10,2025-08-10,325.96,False,144.8,delivered
SHP-5271,PO,PO-3945,FastTrack Logistics,FTL,WH-WEST,"Cleveland, OH",2025-08-08,2025-08-15,2025-08-15,314.41,False,48.9,delivered
SHP-5272,SO,SO-3068,Atlas Global Freight,ground,WH-EAST,"Reno, NV",2025-08-04,2025-08-12,2025-08-12,295.29,False,206.2,delivered
SHP-5273,SO,SO-5713,Continental Freight,LTL,WH-CENTRAL,"Indianapolis, IN",2025-08-01,2025-08-05,2025-08-05,264.99,False,190.7,delivered
SHP-5274,SO,SO-2834,Continental Freight,ground,WH-WEST,"Long Beach, CA",2025-08-05,2025-08-08,2025-08-08,346.06,False,23.4,delivered
SHP-5275,SO,SO-3993,FastTrack Logistics,air,WH-WEST,"Reno, NV",2025-08-08,2025-08-11,2025-08-11,973.91,True,423.9,delivered
SHP-5276,SO,SO-2216,Atlas Global Freight,ground,WH-CENTRAL,"Atlanta, GA",2025-07-24,2025-08-01,2025-08-01,184.93,False,182.4,delivered
SHP-5277,PO,PO-3507,FastTrack Logistics,air,WH-SOUTH,"Hartford, CT",2025-07-23,2025-07-24,2025-07-24,999.0,True,279.1,delivered
SHP-5278,SO,SO-3922,FastTrack Logistics,ground,WH-WEST,"Long Beach, CA",2025-08-08,2025-08-17,2025-08-17,310.92,False,452.4,delivered
SHP-5279,SO,SO-5882,Midwest Express Shipping,ground,WH-WEST,"Reno, NV",2025-08-01,2025-08-07,2025-08-08,291.92,False,213.3,delivered
SHP-5280,SO,SO-4473,Continental Freight,LTL,WH-WEST,"Reno, NV",2025-07-15,2025-07-18,2025-07-20,298.25,False,448.0,delayed
SHP-5281,PO,PO-2799,Pacific Coast Carriers,LTL,WH-WEST,"Boston, MA",2025-08-01,2025-08-07,2025-08-09,233.46,False,394.9,delayed
SHP-5282,PO,PO-2495,FastTrack Logistics,FTL,WH-SOUTH,"Reno, NV",2025-07-16,2025-07-21,2025-07-21,261.51,False,455.5,delivered
SHP-5283,SO,SO-3513,Atlas Global Freight,LTL,WH-SOUTH,"Cleveland, OH",2025-07-29,2025-08-06,2025-08-05,194.0,False,170.7,delivered
SHP-5284,PO,PO-2452,Southern Route Transport,ground,WH-WEST,"Indianapolis, IN",2025-08-05,2025-08-15,2025-08-15,226.83,False,423.7,delivered
SHP-5285,SO,SO-3740,Continental Freight,FTL,WH-SOUTH,"Indianapolis, IN",2025-07-15,2025-07-25,2025-07-25,212.15,False,394.6,delivered
SHP-5286,PO,PO-1081,Atlas Global Freight,ground,WH-EAST,"Cleveland, OH",2025-07-16,2025-07-23,2025-07-22,126.36,False,367.4,delivered
SHP-5287,SO,SO-4140,Atlas Global Freight,FTL,WH-EAST,"Detroit, MI",2025-07-31,2025-08-06,2025-08-06,177.96,False,131.0,delivered
SHP-5288,SO,SO-5566,Pacific Coast Carriers,FTL,WH-WEST,"Cleveland, OH",2025-07-31,2025-08-06,2025-08-06,232.63,False,182.3,delivered
SHP-5289,SO,SO-4338,FastTrack Logistics,LTL,WH-EAST,"Reno, NV",2025-08-11,2025-08-15,2025-08-17,210.76,False,440.6,delayed
SHP-5290,PO,PO-4095,Atlas Global Freight,FTL,WH-SOUTH,"Cleveland, OH",2025-08-01,2025-08-11,2025-08-11,309.46,False,202.2,delivered
SHP-5291,SO,SO-6727,Midwest Express Shipping,ground,WH-CENTRAL,"Long Beach, CA",2025-08-01,2025-08-04,2025-08-04,259.78,False,125.0,delivered
SHP-5292,PO,PO-3133,Southern Route Transport,ground,WH-CENTRAL,"Reno, NV",2025-08-11,2025-08-19,2025-08-19,353.78,False,397.2,delivered
SHP-5293,PO,PO-3652,FastTrack Logistics,ground,WH-EAST,"Detroit, MI",2025-07-28,2025-08-01,2025-08-03,277.2,False,92.8,delayed
SHP-5294,SO,SO-6022,Midwest Express Shipping,ground,WH-CENTRAL,"Hartford, CT",2025-08-08,2025-08-14,2025-08-14,366.02,False,372.2,delivered
SHP-5295,PO,PO-2245,Southern Route Transport,ground,WH-WEST,"Charlotte, NC",2025-08-13,2025-08-20,2025-08-20,325.93,False,380.5,delivered
SHP-5296,PO,PO-3625,FastTrack Logistics,FTL,WH-SOUTH,"Reno, NV",2025-07-17,2025-07-23,2025-07-23,209.32,False,359.7,delivered
SHP-5297,SO,SO-4885,Midwest Express Shipping,LTL,WH-CENTRAL,"Portland, OR",2025-07-31,2025-08-07,2025-08-07,133.99,False,157.1,delivered
SHP-5298,SO,SO-5820,Pacific Coast Carriers,ground,WH-EAST,"Boston, MA",2025-08-04,2025-08-13,2025-08-13,229.27,False,368.6,delivered
SHP-5299,SO,SO-7388,Pacific Coast Carriers,ground,WH-SOUTH,"Houston, TX",2025-07-28,2025-08-02,2025-08-02,157.33,False,389.5,delivered
SHP-5300,SO,SO-5303,Pacific Coast Carriers,FTL,WH-SOUTH,"Atlanta, GA",2025-07-15,2025-07-23,2025-07-23,189.75,False,264.9,delivered
SHP-5301,SO,SO-4608,FastTrack Logistics,LTL,WH-CENTRAL,"Houston, TX",2025-07-22,2025-07-29,2025-07-29,310.21,False,426.7,delivered
SHP-5302,SO,SO-6311,Midwest Express Shipping,ground,WH-SOUTH,"Houston, TX",2025-07-15,2025-07-19,2025-07-19,142.3,False,22.2,delivered
SHP-5303,PO,PO-3199,Midwest Express Shipping,ground,WH-EAST,"Atlanta, GA",2025-08-12,2025-08-19,2025-08-19,259.76,False,455.2,delivered
SHP-5304,PO,PO-3274,Atlas Global Freight,LTL,WH-WEST,"Portland, OR",2025-07-16,2025-07-21,2025-07-21,290.85,False,298.1,delivered
SHP-5305,PO,PO-2262,Continental Freight,LTL,WH-SOUTH,"Long Beach, CA",2025-07-16,2025-07-21,2025-07-21,155.65,False,23.5,delivered
SHP-5306,PO,PO-1153,Continental Freight,ground,WH-EAST,"Boston, MA",2025-07-18,2025-07-28,2025-07-28,266.91,False,199.3,delivered
SHP-5307,PO,PO-4176,Southern Route Transport,ground,WH-CENTRAL,"Charlotte, NC",2025-08-05,2025-08-15,2025-08-15,377.11,False,486.8,delivered
SHP-5308,SO,SO-5796,FastTrack Logistics,LTL,WH-WEST,"Omaha, NE",2025-07-29,2025-08-01,2025-08-03,376.57,False,480.2,delayed
SHP-5309,SO,SO-2971,Southern Route Transport,LTL,WH-CENTRAL,"Cleveland, OH",2025-07-28,2025-08-03,2025-08-03,340.2,False,164.0,delivered
SHP-5310,PO,PO-1272,Continental Freight,ground,WH-SOUTH,"Long Beach, CA",2025-08-08,2025-08-12,2025-08-12,303.1,False,338.8,delivered
SHP-5311,SO,SO-6968,Midwest Express Shipping,LTL,WH-WEST,"Omaha, NE",2025-08-01,2025-08-05,2025-08-05,350.14,False,10.1,delivered
SHP-5312,PO,PO-2743,Southern Route Transport,ground,WH-EAST,"Houston, TX",2025-08-12,2025-08-20,2025-08-20,371.94,False,277.8,delivered
SHP-5313,SO,SO-5649,Atlas Global Freight,ground,WH-WEST,"Omaha, NE",2025-08-11,2025-08-21,2025-08-21,242.46,False,188.1,delivered
SHP-5314,SO,SO-6660,Continental Freight,FTL,WH-CENTRAL,"Reno, NV",2025-07-30,2025-08-02,2025-08-02,374.15,False,349.4,delivered
SHP-5315,SO,SO-5509,Continental Freight,ground,WH-CENTRAL,"Portland, OR",2025-07-29,2025-08-07,2025-08-07,212.1,False,494.3,delivered
SHP-5316,SO,SO-3652,Pacific Coast Carriers,FTL,WH-EAST,"Indianapolis, IN",2025-07-16,2025-07-20,2025-07-20,231.79,False,191.1,delivered
SHP-5317,SO,SO-3968,FastTrack Logistics,ground,WH-CENTRAL,"Boston, MA",2025-08-01,2025-08-04,2025-08-04,371.09,False,164.1,delivered
SHP-5318,PO,PO-3193,Southern Route Transport,ground,WH-SOUTH,"Detroit, MI",2025-08-08,2025-08-18,2025-08-18,339.57,False,329.4,delivered
SHP-5319,SO,SO-4634,FastTrack Logistics,air,WH-WEST,"Indianapolis, IN",2025-08-06,2025-08-09,2025-08-09,829.46,True,181.7,delivered
SHP-5320,SO,SO-4570,Continental Freight,ground,WH-EAST,"Portland, OR",2025-07-23,2025-07-31,2025-07-31,247.03,False,325.1,delivered
SHP-5321,PO,PO-3670,Continental Freight,ground,WH-WEST,"Reno, NV",2025-08-13,2025-08-19,2025-08-19,125.03,False,436.0,delivered
SHP-5322,SO,SO-3665,Southern Route Transport,ground,WH-SOUTH,"Portland, OR",2025-07-24,2025-08-01,2025-08-04,135.54,False,136.6,delayed
SHP-5323,SO,SO-5003,Continental Freight,LTL,WH-EAST,"Long Beach, CA",2025-07-24,2025-07-29,2025-07-30,218.12,False,306.6,delivered
SHP-5324,PO,PO-1083,Continental Freight,ground,WH-SOUTH,"Boston, MA",2025-07-28,2025-08-03,2025-08-05,266.42,False,314.4,delayed
SHP-5325,PO,PO-1120,Southern Route Transport,FTL,WH-EAST,"Omaha, NE",2025-07-24,2025-08-01,2025-08-01,317.36,False,45.8,delivered
SHP-5326,PO,PO-3687,Atlas Global Freight,ground,WH-CENTRAL,"Reno, NV",2025-08-08,2025-08-12,2025-08-12,206.12,False,290.8,delivered
SHP-5327,SO,SO-2310,Midwest Express Shipping,LTL,WH-WEST,"Detroit, MI",2025-07-16,2025-07-20,2025-07-20,308.54,False,309.4,delivered
SHP-5328,SO,SO-6786,Continental Freight,FTL,WH-WEST,"Omaha, NE",2025-07-16,2025-07-26,2025-07-26,167.35,False,463.0,delivered
SHP-5329,SO,SO-5340,Midwest Express Shipping,ground,WH-SOUTH,"Portland, OR",2025-08-05,2025-08-13,2025-08-13,275.33,False,332.1,delivered
SHP-5330,SO,SO-3767,Pacific Coast Carriers,FTL,WH-EAST,"Charlotte, NC",2025-07-21,2025-07-25,2025-07-24,362.39,False,344.7,delivered
SHP-5331,PO,PO-2928,FastTrack Logistics,air,WH-CENTRAL,"Charlotte, NC",2025-08-13,2025-08-16,2025-08-16,868.71,True,281.1,delivered
SHP-5332,PO,PO-2347,FastTrack Logistics,ground,WH-CENTRAL,"Long Beach, CA",2025-07-18,2025-07-22,2025-07-23,303.24,False,34.4,delivered
SHP-5333,SO,SO-5492,FastTrack Logistics,air,WH-EAST,"Detroit, MI",2025-08-06,2025-08-09,2025-08-09,1053.6,True,27.5,delivered
SHP-5334,PO,PO-2459,Continental Freight,ground,WH-EAST,"Indianapolis, IN",2025-08-08,2025-08-15,2025-08-15,318.91,False,414.9,delivered
SHP-5335,SO,SO-3119,Southern Route Transport,ground,WH-EAST,"Boston, MA",2025-07-21,2025-07-31,2025-07-31,126.51,False,234.6,delivered
SHP-5336,SO,SO-4904,Pacific Coast Carriers,LTL,WH-WEST,"Long Beach, CA",2025-08-07,2025-08-11,2025-08-11,339.53,False,408.2,delivered
