invoice_id,shipment_id,carrier_name,invoice_date,base_rate,fuel_surcharge,accessorial_charges,total_invoiced,contracted_rate,variance_amount,dispute_flag
INV-8255,SHP-5255,Midwest Express Shipping,2025-07-29,162.99,13.8,19.69,196.48,169.96,26.52,False
INV-8256,SHP-5256,Southern Route Transport,2025-07-29,327.27,23.45,2.96,353.68,349.94,3.74,False
INV-8257,SHP-5257,Midwest Express Shipping,2025-07-21,135.29,10.71,0,146.0,142.85,3.15,False
INV-8258,SHP-5258,Southern Route Transport,2025-07-28,165.31,16.35,0,181.66,172.73,8.93,False
INV-8259,SHP-5259,Southern Route Transport,2025-07-17,157.67,13.56,0,171.23,158.63,12.6,False
INV-8260,SHP-5260,Midwest Express Shipping,2025-07-25,313.53,31.21,31.78,376.52,319.4,57.12,False
INV-8261,SHP-5261,Pacific Coast Carriers,2025-07-30,189.32,13.03,31.76,234.11,190.64,43.47,False
INV-8262,SHP-5262,Atlas Global Freight,2025-08-05,342.23,31.26,0,373.49,356.01,17.48,False
INV-8263,SHP-5263,Pacific Coast Carriers,2025-07-17,324.89,29.8,0,354.69,346.12,8.57,False
INV-8264,SHP-5264,Midwest Express Shipping,2025-07-28,154.13,9.63,0,163.76,154.58,9.18,False
INV-8265,SHP-5265,Southern Route Transport,2025-07-17,295.88,23.43,0,319.31,314.11,5.2,False
INV-8266,SHP-5266,FastTrack Logistics,2025-07-18,192.9,16.47,0,209.37,195.57,13.8,False
INV-8267,SHP-5267,Southern Route Transport,2025-07-31,310.97,19.36,0,330.33,334.69,-4.36,False
INV-8268,SHP-5268,Continental Freight,2025-08-06,176.04,14.08,0,190.12,181.93,8.19,False
INV-8269,SHP-5269,Midwest Express Shipping,2025-07-15,220.83,18.97,16.31,256.11,232.42,23.69,False
INV-8270,SHP-5270,Midwest Express Shipping,2025-07-24,163.29,15.97,0,179.26,163.71,15.55,False
INV-8271,SHP-5271,Continental Freight,2025-07-30,280.71,22.46,0,303.17,285.72,17.45,False
INV-8272,SHP-5272,FastTrack Logistics,2025-08-04,222.28,13.6,32.3,268.18,229.85,38.33,False
INV-8273,SHP-5273,Continental Freight,2025-07-24,294.7,23.58,0,318.28,296.35,21.93,False
INV-8274,SHP-5274,Midwest Express Shipping,2025-07-22,248.22,22.95,0,271.17,256.46,14.71,False
INV-8275,SHP-5275,FastTrack Logistics,2025-07-18,308.21,26.91,0,335.12,331.8,3.32,False
INV-8276,SHP-5276,Pacific Coast Carriers,2025-07-22,137.95,12.89,0,150.84,145.58,5.26,False
INV-8277,SHP-5277,Atlas Global Freight,2025-07-21,176.86,14.11,0,190.97,177.89,13.08,False
INV-8278,SHP-5278,Continental Freight,2025-07-21,322.47,25.8,26.93,375.2,322.71,52.49,False
INV-8279,SHP-5279,Atlas Global Freight,2025-07-15,240.25,22.67,0,262.92,251.66,11.26,False
INV-8280,SHP-5280,Southern Route Transport,2025-07-29,305.02,19.3,0,324.32,312.04,12.28,False
INV-8281,SHP-5281,FastTrack Logistics,2025-08-05,198.5,18.04,25.82,242.36,212.45,29.91,False
INV-8282,SHP-5282,Pacific Coast Carriers,2025-07-23,131.48,9.22,28.73,169.43,141.45,27.98,False
INV-8283,SHP-5283,Atlas Global Freight,2025-07-21,284.64,22.97,0,307.61,295.02,12.59,False
INV-8284,SHP-5284,Atlas Global Freight,2025-07-18,210.92,15.47,0,226.39,222.85,3.54,False
INV-8285,SHP-5285,Pacific Coast Carriers,2025-08-11,159.99,15.18,13.21,188.38,166.5,21.88,False
INV-8286,SHP-5286,Midwest Express Shipping,2025-08-13,325.22,32.45,0,357.67,334.21,23.46,False
INV-8287,SHP-5287,Midwest Express Shipping,2025-08-11,210.71,19.25,0,229.96,214.63,15.33,False
INV-8288,SHP-5288,Pacific Coast Carriers,2025-07-23,248.57,17.13,0,265.7,265.53,0.17,False
INV-8289,SHP-5289,Southern Route Transport,2025-08-08,213.95,17.44,0,231.39,230.45,0.94,False
INV-8290,SHP-5290,Midwest Express Shipping,2025-08-07,132.74,9.18,0,141.92,142.66,-0.74,False
INV-8291,SHP-5291,FastTrack Logistics,2025-08-12,156.77,13.41,15.02,185.2,166.54,18.66,False
INV-8292,SHP-5292,Pacific Coast Carriers,2025-08-01,202.48,12.79,0,215.27,204.68,10.59,False
INV-8293,SHP-5293,FastTrack Logistics,2025-08-07,320.83,22.9,7.23,350.96,326.51,24.45,False
INV-8294,SHP-5294,FastTrack Logistics,2025-07-21,124.06,10.02,0,134.08,132.74,1.34,False
INV-8295,SHP-5295,FastTrack Logistics,2025-07-25,147.91,14.32,0,162.23,157.56,4.67,False
INV-8296,SHP-5296,Southern Route Transport,2025-07-28,135.64,8.18,0,143.82,141.56,2.26,False
INV-8297,SHP-5297,Midwest Express Shipping,2025-08-01,266.95,18.53,0,285.48,269.89,15.59,False
INV-8298,SHP-5298,FastTrack Logistics,2025-08-12,310.59,29.86,26.41,366.86,322.02,44.84,False
INV-8299,SHP-5299,FastTrack Logistics,2025-07-21,123.37,8.56,0,131.93,124.9,7.03,False
INV-8300,SHP-5300,FastTrack Logistics,2025-07-22,322.25,24.99,0,347.24,340.52,6.72,False
INV-8301,SHP-5301,Southern Route Transport,2025-07-15,321.8,30.86,0,352.66,334.67,17.99,False
INV-8302,SHP-5302,Atlas Global Freight,2025-08-05,218.68,14.72,0,233.4,219.14,14.26,False
INV-8303,SHP-5303,FastTrack Logistics,2025-07-15,124.72,9.84,0,134.56,133.68,0.88,False
INV-8304,SHP-5304,Continental Freight,2025-08-13,266.98,21.36,0,288.34,285.3,3.04,False
INV-8305,SHP-5305,Atlas Global Freight,2025-08-01,153.05,13.5,26.04,192.59,158.61,33.98,False
INV-8306,SHP-5306,FastTrack Logistics,2025-07-17,328.59,32.83,37.56,398.98,338.18,60.8,False
INV-8307,SHP-5307,Atlas Global Freight,2025-08-08,130.98,9.06,0,140.04,133.25,6.79,False
INV-8308,SHP-5308,Atlas Global Freight,2025-07-15,221.43,17.92,0,239.35,223.66,15.69,False
INV-8309,SHP-5309,Continental Freight,2025-08-01,128.42,10.27,2.52,141.21,137.3,3.91,False
INV-8310,SHP-5310,Midwest Express Shipping,2025-07-29,253.98,18.52,0,272.5,255.7,16.8,False
INV-8311,SHP-5311,Midwest Express Shipping,2025-08-12,207.92,19.53,44.29,271.74,216.24,55.5,False
INV-8312,SHP-5312,Midwest Express Shipping,2025-08-05,136.39,12.95,0,149.34,141.81,7.53,False
INV-8313,SHP-5313,Southern Route Transport,2025-08-13,252.09,15.22,0,267.31,266.41,0.9,False
INV-8314,SHP-5314,Midwest Express Shipping,2025-08-07,277.3,23.39,30.32,331.01,290.08,40.93,False
INV-8315,SHP-5315,FastTrack Logistics,2025-07-18,286.2,17.95,0,304.15,302.05,2.1,False
INV-8316,SHP-5316,Midwest Express Shipping,2025-07-16,208.15,18.86,26.68,253.69,213.51,40.18,False
INV-8317,SHP-5317,Southern Route Transport,2025-07-15,264.35,25.72,31.03,321.1,284.17,36.93,False
INV-8318,SHP-5318,Continental Freight,2025-08-06,141.56,11.32,23.02,175.9,143.59,32.31,False
INV-8319,SHP-5319,FastTrack Logistics,2025-07-31,176.16,14.12,42.26,232.54,189.11,43.43,False
INV-8320,SHP-5320,Midwest Express Shipping,2025-07-25,141.31,13.27,0,154.58,150.23,4.35,False
INV-8321,SHP-5321,Atlas Global Freight,2025-07-28,325.72,27.46,0,353.18,346.66,6.52,False
INV-8322,SHP-5322,Southern Route Transport,2025-07-29,244.01,22.9,0,266.91,255.52,11.39,False
INV-8323,SHP-5323,Continental Freight,2025-08-07,125.22,10.02,0,135.24,131.54,3.7,False
INV-8324,SHP-5324,Continental Freight,2025-07-31,122.74,9.82,0,132.56,124.06,8.5,False
INV-8325,SHP-5325,Atlas Global Freight,2025-07-18,173.33,12.6,32.2,218.13,175.92,42.21,False
INV-8326,SHP-5326,Atlas Global Freight,2025-08-06,234.42,17.64,0,252.06,246.56,5.5,False
INV-8327,SHP-5327,Continental Freight,2025-08-01,245.34,19.63,0,264.97,260.9,4.07,False
INV-8328,SHP-5328,Pacific Coast Carriers,2025-07-15,179.48,15.47,0,194.95,191.96,2.99,False
INV-8329,SHP-5329,FastTrack Logistics,2025-07-18,503.49,46.49,0,549.98,1208.38,-658.4,False
INV-8330,SHP-5330,Midwest Express Shipping,2025-08-04,166.81,16.36,0,183.17,170.99,12.18,False
INV-8331,SHP-5331,FastTrack Logistics,2025-07-25,250.84,21.73,0,272.57,267.58,4.99,False
INV-8332,SHP-5332,Midwest Express Shipping,2025-07-15,207.22,15.6,38.96,261.78,215.07,46.71,False
INV-8333,SHP-5333,FastTrack Logistics,2025-07-23,304.27,18.47,0,322.74,730.25,-407.51,False
INV-8334,SHP-5334,Pacific Coast Carriers,2025-08-13,167.36,12.25,0,179.61,174.68,4.93,False
INV-8335,SHP-5335,FastTrack Logistics,2025-07-15,338.44,32.3,21.87,392.61,362.84,29.77,False
INV-8336,SHP-5336,FastTrack Logistics,2025-07-25,271.24,16.74,0.39,288.37,271.73,16.64,False
INV-8337,SHP-5337,Continental Freight,2025-07-29,313.79,25.1,0,338.89,323.14,15.75,False
INV-8338,SHP-5338,FastTrack Logistics,2025-07-30,130.16,9.64,43.16,182.96,140.05,42.91,False
INV-8339,SHP-5339,Midwest Express Shipping,2025-07-29,339.72,27.06,0,366.78,345.22,21.56,False
INV-8340,SHP-5340,Southern Route Transport,2025-07-18,339.56,24.37,20.11,384.04,350.91,33.13,False
INV-8341,SHP-5341,FastTrack Logistics,2025-07-15,298.24,21.85,0,320.09,312.06,8.03,False
INV-8342,SHP-5342,Pacific Coast Carriers,2025-08-08,292.29,23.71,0,316.0,300.86,15.14,False
INV-8343,SHP-5343,Pacific Coast Carriers,2025-08-06,255.16,25.23,0,280.39,264.75,15.64,False
INV-8344,SHP-5344,Pacific Coast Carriers,2025-07-25,329.68,22.1,30.04,381.82,346.76,35.06,False
INV-8345,SHP-5345,Continental Freight,2025-07-29,333.68,26.69,0,360.37,336.4,23.97,False
INV-8346,SHP-5346,Continental Freight,2025-07-29,318.67,25.49,0,344.16,332.69,11.47,False
INV-8347,SHP-5347,Southern Route Transport,2025-07-25,321.96,26.62,0,348.58,343.17,5.41,False
INV-8348,SHP-5348,Midwest Express Shipping,2025-08-04,265.38,22.66,0,288.04,278.18,9.86,False
INV-8349,SHP-5349,Atlas Global Freight,2025-08-06,222.28,17.8,43.1,283.18,238.84,44.34,False
INV-8350,SHP-5350,Midwest Express Shipping,2025-07-15,299.95,19.5,12.71,332.16,311.48,20.68,False
INV-8351,SHP-5351,FastTrack Logistics,2025-08-06,364.41,24.16,0,388.57,874.58,-486.01,False
INV-8352,SHP-5352,Continental Freight,2025-07-23,217.31,17.38,0,234.69,222.14,12.55,False
INV-8353,SHP-5353,Pacific Coast Carriers,2025-07-25,136.84,8.35,21.61,166.8,143.85,22.95,False
INV-8354,SHP-5354,FastTrack Logistics,2025-07-24,166.13,13.75,0,179.88,178.25,1.63,False
INV-8355,SHP-5355,FastTrack Logistics,2025-07-17,344.75,28.51,33.3,406.56,351.9,54.66,True
INV-8356,SHP-5356,Continental Freight,2025-08-04,214.97,17.2,0,232.17,229.63,2.54,False
INV-8357,SHP-5357,FastTrack Logistics,2025-08-01,240.38,19.58,0,259.96,253.27,6.69,False
INV-8358,SHP-5358,FastTrack Logistics,2025-07-22,161.14,9.73,0,170.87,167.1,3.77,False
INV-8359,SHP-5359,FastTrack Logistics,2025-08-12,239.34,21.08,43.05,303.47,253.23,50.24,False
INV-8360,SHP-5360,Atlas Global Freight,2025-07-24,143.18,13.15,0,156.33,144.93,11.4,False
INV-8361,SHP-5361,Pacific Coast Carriers,2025-07-28,242.56,16.23,0,258.79,252.26,6.53,False
INV-8362,SHP-5362,Pacific Coast Carriers,2025-08-13,122.38,11.03,0,133.41,123.8,9.61,False
INV-8363,SHP-5363,Midwest Express Shipping,2025-07-16,210.29,16.51,0,226.8,222.49,4.31,False
INV-8364,SHP-5364,Southern Route Transport,2025-08-12,316.87,25.14,0,342.01,336.72,5.29,False
INV-8365,SHP-5365,Pacific Coast Carriers,2025-07-31,203.77,14.46,37.78,256.01,219.0,37.01,False
INV-8366,SHP-5366,Midwest Express Shipping,2025-07-30,304.0,25.33,0,329.33,324.46,4.87,False
INV-8367,SHP-5367,Southern Route Transport,2025-07-15,309.9,30.84,0,340.74,334.32,6.42,False
INV-8368,SHP-5368,Atlas Global Freight,2025-07-15,166.06,11.78,37.56,215.4,172.25,43.15,False
INV-8369,SHP-5369,Pacific Coast Carriers,2025-08-08,135.37,9.95,0,145.32,138.78,6.54,False
INV-8370,SHP-5370,Midwest Express Shipping,2025-07-16,167.74,13.68,31.24,212.66,171.69,40.97,False
INV-8371,SHP-5371,Southern Route Transport,2025-08-04,247.0,18.06,0,265.06,247.85,17.21,False
INV-8372,SHP-5372,Southern Route Transport,2025-08-07,187.45,17.73,11.33,216.51,199.11,17.4,False
INV-8373,SHP-5373,Southern Route Transport,2025-07-23,318.2,22.64,3.98,344.82,337.66,7.16,False
INV-8374,SHP-5374,Continental Freight,2025-07-15,312.8,25.02,0,337.82,335.22,2.6,False
INV-8375,SHP-5375,FastTrack Logistics,2025-07-16,236.73,19.98,0,256.71,247.56,9.15,False
INV-8376,SHP-5376,Atlas Global Freight,2025-07-22,131.83,12.03,8.7,152.56,141.12,11.44,False
INV-8377,SHP-5377,Continental Freight,2025-07-16,169.8,13.58,34.44,217.82,182.17,35.65,False
INV-8378,SHP-5378,Midwest Express Shipping,2025-07-15,208.37,15.54,0,223.91,219.91,4.0,False
INV-8379,SHP-5379,Southern Route Transport,2025-08-08,278.56,27.26,0,305.82,297.83,7.99,False
INV-8380,SHP-5380,Midwest Express Shipping,2025-07-18,272.66,23.38,0,296.04,277.85,18.19,False
INV-8381,SHP-5381,FastTrack Logistics,2025-07-16,269.29,23.17,18.25,310.71,285.67,25.04,False
INV-8382,SHP-5382,Pacific Coast Carriers,2025-07-21,315.78,24.7,26.03,366.51,331.26,35.25,False
INV-8383,SHP-5383,Pacific Coast Carriers,2025-08-13,341.93,27.13,39.35,408.41,363.57,44.84,False
INV-8384,SHP-5384,FastTrack Logistics,2025-07-17,128.18,9.79,0,137.97,133.68,4.29,False
INV-8385,SHP-5385,Midwest Express Shipping,2025-08-04,231.19,19.39,44.84,295.42,249.11,46.31,False
INV-8386,SHP-5386,Midwest Express Shipping,2025-07-30,279.46,26.92,0,306.38,294.38,12.0,False
INV-8387,SHP-5387,FastTrack Logistics,2025-07-29,452.87,31.42,11.06,495.35,1086.89,-591.54,False
INV-8388,SHP-5388,Continental Freight,2025-07-29,127.85,10.23,0,138.08,136.49,1.59,False
INV-8389,SHP-5389,Pacific Coast Carriers,2025-07-21,192.53,17.18,33.96,243.67,202.96,40.71,False
INV-8390,SHP-5390,Southern Route Transport,2025-07-28,153.97,9.74,0,163.71,160.24,3.47,False
INV-8391,SHP-5391,FastTrack Logistics,2025-08-13,168.03,13.63,0,181.66,172.19,9.47,False
INV-8392,SHP-5392,Continental Freight,2025-07-31,158.17,12.65,19.78,190.6,165.34,25.26,False
INV-8393,SHP-5393,Midwest Express Shipping,2025-08-06,264.49,19.45,0,283.94,279.89,4.05,False
INV-8394,SHP-5394,Midwest Express Shipping,2025-07-29,277.92,25.13,5.28,308.33,289.32,19.01,False
INV-8395,SHP-5395,Atlas Global Freight,2025-08-04,229.19,19.88,0,249.07,246.87,2.2,False
INV-8396,SHP-5396,Continental Freight,2025-08-05,208.05,16.64,0,224.69,215.81,8.88,False
INV-8397,SHP-5397,FastTrack Logistics,2025-07-15,302.74,20.13,0,322.87,306.98,15.89,False
INV-8398,SHP-5398,Pacific Coast Carriers,2025-08-11,338.17,28.87,0,367.04,345.87,21.17,False
INV-8399,SHP-5399,Atlas Global Freight,2025-08-07,318.91,29.63,29.64,378.18,325.86,52.32,False
INV-8400,SHP-5400,Pacific Coast Carriers,2025-08-11,190.52,13.61,14.7,218.83,202.26,16.57,False
INV-8401,SHP-5401,FastTrack Logistics,2025-07-25,500.13,46.2,0,546.33,1200.31,-653.98,False
INV-8402,SHP-5402,FastTrack Logistics,2025-07-23,347.0,22.07,0,369.07,363.04,6.03,False
INV-8403,SHP-5403,Southern Route Transport,2025-07-23,297.77,20.89,0,318.66,309.74,8.92,False
INV-8404,SHP-5404,Midwest Express Shipping,2025-08-06,226.74,14.52,5.93,247.19,229.62,17.57,False
INV-8405,SHP-5405,Southern Route Transport,2025-08-01,150.56,13.91,0,164.47,159.96,4.51,False
INV-8406,SHP-5406,Atlas Global Freight,2025-07-23,336.98,26.39,5.14,368.51,356.03,12.48,False
INV-8407,SHP-5407,FastTrack Logistics,2025-08-04,208.03,17.66,0,225.69,220.1,5.59,False
INV-8408,SHP-5408,Pacific Coast Carriers,2025-08-12,153.37,12.58,0,165.95,159.11,6.84,False
INV-8409,SHP-5409,FastTrack Logistics,2025-07-22,180.44,14.53,0,194.97,185.25,9.72,False
INV-8410,SHP-5410,Midwest Express Shipping,2025-07-28,178.82,17.37,0,196.19,190.41,5.78,False
INV-8411,SHP-5411,Pacific Coast Carriers,2025-07-18,263.21,20.05,0,283.26,270.0,13.26,False
INV-8412,SHP-5412,FastTrack Logistics,2025-07-21,154.52,10.95,10.43,175.9,159.09,16.81,False
INV-8413,SHP-5413,FastTrack Logistics,2025-08-06,275.69,24.84,0,300.53,295.13,5.4,False
INV-8414,SHP-5414,Southern Route Transport,2025-07-25,135.09,12.67,0,147.76,138.57,9.19,False
INV-8415,SHP-5415,Southern Route Transport,2025-07-24,163.6,13.88,0,177.48,165.87,11.61,False
INV-8416,SHP-5416,Continental Freight,2025-07-25,154.79,12.38,0,167.17,164.7,2.47,False
INV-8417,SHP-5417,Atlas Global Freight,2025-07-28,169.19,14.64,0,183.83,181.04,2.79,False
INV-8418,SHP-5418,Southern Route Transport,2025-08-04,223.8,20.13,0,243.93,230.11,13.82,False
INV-8419,SHP-5419,Atlas Global Freight,2025-08-08,173.75,16.64,12.03,202.42,178.48,23.94,False
INV-8420,SHP-5401,FastTrack Logistics,2025-08-14,351.55,28.96,0,380.51,843.72,-463.21,False
INV-8421,SHP-5402,Continental Freight,2025-08-15,186.24,14.9,0,201.14,194.16,6.98,False
INV-8422,SHP-5403,Continental Freight,2025-09-08,198.2,15.86,28.91,242.97,207.92,35.05,False
INV-8423,SHP-5404,Atlas Global Freight,2025-09-03,195.4,13.95,0,209.35,199.66,9.69,False
INV-8424,SHP-5405,FastTrack Logistics,2025-09-05,170.11,16.16,0,186.27,172.48,13.79,False
INV-8425,SHP-5406,Continental Freight,2025-08-22,231.41,18.51,5.45,255.37,249.35,6.02,False
INV-8426,SHP-5407,Continental Freight,2025-08-22,249.67,19.97,0,269.64,259.39,10.25,False
INV-8427,SHP-5408,Atlas Global Freight,2025-08-29,227.7,16.46,0,244.16,236.79,7.37,False
INV-8428,SHP-5409,Continental Freight,2025-08-29,315.34,25.23,0,340.57,319.25,21.32,False
INV-8429,SHP-5410,Pacific Coast Carriers,2025-08-28,201.86,17.49,0,219.35,213.83,5.52,False
INV-8430,SHP-5411,Midwest Express Shipping,2025-09-02,281.78,24.52,1.98,308.28,292.55,15.73,False
INV-8431,SHP-5412,Midwest Express Shipping,2025-08-25,144.52,12.58,0,157.1,145.77,11.33,False
INV-8432,SHP-5413,Continental Freight,2025-08-15,135.3,10.82,35.28,181.4,142.09,39.31,False
INV-8433,SHP-5414,Southern Route Transport,2025-09-11,143.17,9.86,0,153.03,143.59,9.44,False
INV-8434,SHP-5415,FastTrack Logistics,2025-09-03,427.56,36.27,0,463.83,1026.14,-562.31,False
INV-8435,SHP-5416,FastTrack Logistics,2025-09-01,247.02,16.65,0,263.67,257.89,5.78,False
INV-8436,SHP-5417,FastTrack Logistics,2025-08-14,195.92,17.98,5.3,219.2,208.79,10.41,False
INV-8437,SHP-5418,Midwest Express Shipping,2025-08-25,213.04,14.4,0,227.44,218.5,8.94,False
INV-8438,SHP-5419,FastTrack Logistics,2025-08-27,366.63,22.89,0,389.52,879.91,-490.39,False
INV-8439,SHP-5420,Midwest Express Shipping,2025-09-05,215.19,20.32,0,235.51,232.2,3.31,False
INV-8440,SHP-5421,Continental Freight,2025-09-03,323.61,25.89,0,349.5,339.28,10.22,False
INV-8441,SHP-5422,Continental Freight,2025-09-02,321.18,25.69,3.44,350.31,340.82,9.49,False
INV-8442,SHP-5423,Pacific Coast Carriers,2025-09-03,304.19,25.07,0,329.26,310.62,18.64,False
INV-8443,SHP-5424,Continental Freight,2025-08-19,247.42,19.79,0,267.21,252.11,15.1,False
INV-8444,SHP-5425,Southern Route Transport,2025-09-08,273.61,18.0,0,291.61,286.6,5.01,False
INV-8445,SHP-5426,Atlas Global Freight,2025-08-28,309.72,29.59,0,339.31,329.84,9.47,False
INV-8446,SHP-5427,Midwest Express Shipping,2025-08-18,253.02,19.23,0,272.25,267.71,4.54,False
INV-8447,SHP-5428,FastTrack Logistics,2025-08-18,269.15,19.53,0,288.68,277.65,11.03,False
INV-8448,SHP-5429,Midwest Express Shipping,2025-09-02,263.29,19.45,0,282.74,269.23,13.51,False
INV-8449,SHP-5430,Continental Freight,2025-08-22,168.29,13.46,0,181.75,175.98,5.77,False
INV-8450,SHP-5431,Southern Route Transport,2025-08-27,162.71,11.97,0,174.68,173.75,0.93,False
INV-8451,SHP-5432,FastTrack Logistics,2025-09-08,122.26,7.85,0,130.11,125.1,5.01,False
INV-8452,SHP-5433,Atlas Global Freight,2025-08-20,250.06,16.78,0,266.84,266.04,0.8,False
INV-8453,SHP-5434,Pacific Coast Carriers,2025-09-03,135.99,9.87,0,145.86,140.25,5.61,False
INV-8454,SHP-5435,Pacific Coast Carriers,2025-09-02,326.61,20.42,0,347.03,344.18,2.85,False
INV-8455,SHP-5436,Continental Freight,2025-08-29,212.95,17.04,0,229.99,221.3,8.69,False
INV-8456,SHP-5437,Continental Freight,2025-09-12,270.07,21.61,42.02,333.7,284.12,49.58,False
INV-8457,SHP-5438,Pacific Coast Carriers,2025-09-02,266.86,17.97,9.66,294.49,269.65,24.84,False
INV-8458,SHP-5439,Southern Route Transport,2025-09-05,144.18,12.59,0,156.77,148.75,8.02,False
INV-8459,SHP-5440,Midwest Express Shipping,2025-08-28,241.12,14.68,0,255.8,244.31,11.49,False
INV-8460,SHP-5441,Continental Freight,2025-08-15,288.92,23.11,0,312.03,304.79,7.24,False
INV-8461,SHP-5442,Atlas Global Freight,2025-08-27,179.69,13.48,0,193.17,193.6,-0.43,False
INV-8462,SHP-5443,Atlas Global Freight,2025-08-28,243.49,17.6,0,261.09,250.44,10.65,False
INV-8463,SHP-5444,Midwest Express Shipping,2025-09-09,327.39,27.28,0,354.67,336.98,17.69,False
INV-8464,SHP-5445,Atlas Global Freight,2025-08-15,346.49,21.32,0,367.81,366.31,1.5,False
INV-8465,SHP-5446,FastTrack Logistics,2025-09-11,209.96,15.53,0,225.49,212.09,13.4,False
INV-8466,SHP-5447,Pacific Coast Carriers,2025-09-05,161.03,11.48,26.52,199.03,167.0,32.03,False
INV-8467,SHP-5448,Southern Route Transport,2025-08-14,204.97,16.35,0,221.32,206.22,15.1,False
INV-8468,SHP-5449,Atlas Global Freight,2025-09-09,292.89,23.2,0,316.09,314.16,1.93,False
INV-8469,SHP-5450,Atlas Global Freight,2025-09-04,304.79,21.4,0,326.19,311.4,14.79,False
INV-8470,SHP-5451,Midwest Express Shipping,2025-09-03,146.59,12.2,0,158.79,155.63,3.16,False
INV-8471,SHP-5452,Pacific Coast Carriers,2025-09-02,324.6,24.73,36.39,385.72,341.61,44.11,False
INV-8472,SHP-5453,Midwest Express Shipping,2025-08-22,321.09,27.85,40.05,388.99,330.31,58.68,False
INV-8473,SHP-5454,Atlas Global Freight,2025-09-09,204.32,14.39,0,218.71,211.44,7.27,False
INV-8474,SHP-5455,Southern Route Transport,2025-08-27,324.11,25.97,19.5,369.58,332.04,37.54,False
INV-8475,SHP-5456,Southern Route Transport,2025-08-19,278.05,24.08,0,302.13,282.15,19.98,False
INV-8476,SHP-5457,Southern Route Transport,2025-09-08,238.58,15.0,11.52,265.1,238.96,26.14,False
INV-8477,SHP-5458,Continental Freight,2025-08-20,155.09,12.41,0,167.5,155.53,11.97,False
INV-8478,SHP-5459,Continental Freight,2025-09-09,284.42,22.75,0,307.17,284.67,22.5,False
INV-8479,SHP-5460,Southern Route Transport,2025-08-15,146.71,14.31,3.68,164.7,155.08,9.62,False
INV-8480,SHP-5461,FastTrack Logistics,2025-09-11,278.17,27.44,0,305.61,296.74,8.87,False
