so_id,so_line_id,customer_id,product_id,warehouse_id,order_date,requested_delivery_date,promised_delivery_date,actual_ship_date,actual_delivery_date,qty_ordered,qty_shipped,qty_backordered,unit_price,revenue,status
SO-2167,1,CUST-0067,EC-2275,WH-SOUTH,2025-07-15,2025-07-26,2025-07-26,2025-07-23,2025-07-27,25,25,0,41.0,1025.0,delivered
SO-2168,1,CUST-0590,HF-2650,WH-WEST,2025-08-01,2025-08-06,2025-08-06,2025-08-06,2025-08-05,25,25,0,61.0,1525.0,delivered
SO-2169,1,CUST-0073,HF-2320,WH-WEST,2025-07-28,2025-08-06,2025-08-06,2025-08-05,2025-08-06,25,25,0,32.0,800.0,delivered
SO-2170,1,CUST-0245,EC-2050,WH-CENTRAL,2025-08-13,2025-08-21,2025-08-21,2025-08-18,2025-08-20,10,10,0,3.5,35.0,delivered
SO-2171,1,CUST-0041,PB-4125,WH-EAST,2025-08-11,2025-08-15,2025-08-17,2025-08-15,2025-08-16,25,25,0,57.0,1425.0,delivered
SO-2172,1,CUST-0073,HF-1010,WH-WEST,2025-07-18,2025-08-01,2025-08-01,2025-07-30,2025-08-01,10,10,0,81.0,810.0,delivered
SO-2173,1,CUST-0089,IF-7675,WH-CENTRAL,2025-07-22,2025-08-03,2025-08-04,2025-08-03,2025-08-05,5,5,0,14.0,70.0,delivered
SO-2174,1,CUST-0168,PB-4890,WH-EAST,2025-07-21,2025-07-24,2025-07-25,2025-07-25,2025-07-26,10,10,0,45.0,450.0,delivered
SO-2175,1,CUST-0410,HF-2650,WH-SOUTH,2025-07-22,2025-07-31,2025-08-02,2025-08-01,2025-08-02,10,10,0,61.0,610.0,delivered
SO-2176,1,CUST-0155,IF-7560,WH-CENTRAL,2025-08-11,2025-08-19,2025-08-19,2025-08-19,2025-08-18,25,25,0,36.0,900.0,delivered
SO-2177,1,CUST-0200,SE-3195,WH-WEST,2025-07-16,2025-07-25,2025-07-27,2025-07-24,2025-07-27,5,5,0,12.0,60.0,delivered
SO-2178,1,CUST-0102,PB-5870,WH-CENTRAL,2025-07-15,2025-07-28,2025-07-28,2025-07-28,2025-07-27,25,25,0,71.0,1775.0,delivered
SO-2179,1,CUST-0510,HF-1125,WH-WEST,2025-08-11,2025-08-15,2025-08-17,2025-08-14,2025-08-18,100,100,0,37.0,3700.0,delivered
SO-2180,1,CUST-0012,IF-9370,WH-SOUTH,2025-07-21,2025-08-04,2025-08-06,2025-08-04,2025-08-06,100,100,0,10.0,1000.0,delivered
SO-2181,1,CUST-0610,HF-2320,WH-WEST,2025-07-29,2025-08-10,2025-08-11,2025-08-08,2025-08-11,25,25,0,32.0,800.0,delivered
SO-2182,1,CUST-0025,EC-2050,WH-EAST,2025-08-07,2025-08-15,2025-08-15,2025-08-15,2025-08-15,25,25,0,3.5,87.5,delivered
SO-2183,1,CUST-0067,IF-9370,WH-EAST,2025-08-13,2025-08-21,2025-08-22,2025-08-19,2025-08-22,50,50,0,10.0,500.0,delivered
SO-2184,1,CUST-0171,SE-3090,WH-CENTRAL,2025-07-31,2025-08-10,2025-08-10,2025-08-08,2025-08-11,10,10,0,26.0,260.0,delivered
SO-2185,1,CUST-0350,IF-9370,WH-SOUTH,2025-07-22,2025-07-25,2025-07-27,2025-07-27,2025-07-27,10,10,0,10.0,100.0,delivered
SO-2186,1,CUST-0365,SE-1455,WH-EAST,2025-08-06,2025-08-20,2025-08-20,2025-08-20,2025-08-20,25,25,0,31.0,775.0,delivered
SO-2187,1,CUST-0183,PB-4560,WH-SOUTH,2025-07-18,2025-07-22,2025-07-24,2025-07-21,2025-07-23,10,10,0,20.0,200.0,delivered
SO-2188,1,CUST-0730,EC-2790,WH-CENTRAL,2025-07-24,2025-08-04,2025-08-06,2025-08-04,2025-08-06,50,50,0,104.0,5200.0,delivered
SO-2189,1,CUST-0380,SE-2100,WH-CENTRAL,2025-08-08,2025-08-19,2025-08-20,2025-08-18,2025-08-19,25,25,0,16.0,400.0,delivered
SO-2190,1,CUST-0440,EC-3100,WH-SOUTH,2025-08-01,2025-08-07,2025-08-07,2025-08-06,2025-08-06,5,5,0,149.0,745.0,delivered
SO-2191,1,CUST-0183,HF-1010,WH-SOUTH,2025-08-08,2025-08-18,2025-08-19,2025-08-19,2025-08-19,100,100,0,81.0,8100.0,delivered
SO-2192,1,CUST-0056,IF-7675,WH-CENTRAL,2025-07-25,2025-08-05,2025-08-05,2025-08-05,2025-08-05,25,25,0,14.0,350.0,delivered
SO-2193,1,CUST-0089,IF-7995,WH-SOUTH,2025-07-30,2025-08-06,2025-08-08,2025-08-07,2025-08-08,10,10,0,24.0,240.0,delivered
SO-2194,1,CUST-0350,PB-6370,WH-EAST,2025-07-31,2025-08-05,2025-08-06,2025-08-05,2025-08-06,5,5,0,8.7,43.5,delivered
SO-2195,1,CUST-0380,PB-6280,WH-WEST,2025-08-11,2025-08-19,2025-08-21,2025-08-20,2025-08-21,5,5,0,24.0,120.0,delivered
SO-2196,1,CUST-0041,PB-4780,WH-CENTRAL,2025-08-07,2025-08-15,2025-08-15,2025-08-12,2025-08-15,5,5,0,16.0,80.0,delivered
SO-2197,1,CUST-0740,SE-3090,WH-EAST,2025-07-17,2025-07-22,2025-07-22,2025-07-21,2025-07-22,10,10,0,26.0,260.0,delivered
SO-2198,1,CUST-0183,EC-2680,WH-CENTRAL,2025-07-23,2025-08-01,2025-08-01,2025-08-01,2025-08-01,10,10,0,75.0,750.0,delivered
SO-2199,1,CUST-0320,SE-1560,WH-SOUTH,2025-07-24,2025-07-29,2025-07-31,2025-07-31,2025-07-31,25,25,0,19.0,475.0,delivered
SO-2200,1,CUST-0290,IF-8760,WH-CENTRAL,2025-08-11,2025-08-19,2025-08-19,2025-08-16,2025-08-19,5,5,0,17.5,87.5,delivered
SO-2201,1,CUST-0245,HF-1675,WH-WEST,2025-07-28,2025-08-01,2025-08-03,2025-08-03,2025-08-03,25,25,0,48.0,1200.0,delivered
SO-2202,1,CUST-0335,HF-2540,WH-SOUTH,2025-07-23,2025-07-29,2025-07-29,2025-07-29,2025-07-29,50,50,0,237.0,11850.0,delivered
SO-2203,1,CUST-0025,PB-4230,WH-CENTRAL,2025-07-16,2025-07-25,2025-07-25,2025-07-24,2025-07-25,10,10,0,121.0,1210.0,delivered
SO-2204,1,CUST-0134,SE-2760,WH-EAST,2025-07-15,2025-07-22,2025-07-22,2025-07-19,2025-07-22,10,10,0,114.0,1140.0,delivered
SO-2205,1,CUST-0183,EC-2380,WH-CENTRAL,2025-07-30,2025-08-12,2025-08-12,2025-08-09,2025-08-12,10,10,0,87.0,870.0,delivered
SO-2206,1,CUST-0155,IF-7560,WH-EAST,2025-07-24,2025-07-30,2025-07-30,2025-07-28,2025-07-30,10,10,0,36.0,360.0,delivered
SO-2207,1,CUST-0012,PB-4010,WH-WEST,2025-08-05,2025-08-13,2025-08-13,2025-08-10,2025-08-13,10,10,0,31.0,310.0,delivered
SO-2208,1,CUST-0700,IF-7125,WH-CENTRAL,2025-08-12,2025-08-16,2025-08-16,2025-08-14,2025-08-16,50,50,0,47.0,2350.0,delivered
SO-2209,1,CUST-0041,SE-3195,WH-SOUTH,2025-08-08,2025-08-16,2025-08-16,2025-08-16,2025-08-16,50,50,0,12.0,600.0,delivered
SO-2210,1,CUST-0102,SE-1010,WH-EAST,2025-08-13,2025-08-24,2025-08-24,2025-08-23,2025-08-25,25,25,0,54.0,1350.0,delivered
SO-2211,1,CUST-0168,IF-8980,WH-EAST,2025-07-30,2025-08-05,2025-08-05,2025-08-03,2025-08-04,25,25,0,9.5,237.5,delivered
SO-2212,1,CUST-0115,EC-1835,WH-WEST,2025-08-12,2025-08-18,2025-08-18,2025-08-17,2025-08-18,5,5,0,11.5,57.5,delivered
SO-2213,1,CUST-0025,HF-2215,WH-EAST,2025-08-05,2025-08-14,2025-08-15,2025-08-14,2025-08-15,50,50,0,41.0,2050.0,delivered
SO-2214,1,CUST-0410,HF-2100,WH-CENTRAL,2025-07-30,2025-08-12,2025-08-12,2025-08-12,2025-08-12,5,5,0,10.5,52.5,delivered
SO-2215,1,CUST-0171,HF-2540,WH-CENTRAL,2025-08-08,2025-08-16,2025-08-18,2025-08-15,2025-08-18,5,5,0,237.0,1185.0,delivered
SO-2216,1,CUST-0335,HF-1780,WH-SOUTH,2025-07-29,2025-08-02,2025-08-03,2025-08-02,2025-08-04,10,10,0,70.0,700.0,delivered
SO-2217,1,CUST-0335,IF-9090,WH-WEST,2025-08-05,2025-08-13,2025-08-13,2025-08-10,2025-08-14,10,10,0,7.0,70.0,delivered
SO-2218,1,CUST-0012,SE-2980,WH-SOUTH,2025-07-18,2025-07-29,2025-07-31,2025-07-30,2025-07-31,25,25,0,41.0,1025.0,delivered
SO-2219,1,CUST-0455,SE-3280,WH-CENTRAL,2025-08-08,2025-08-13,2025-08-13,2025-08-12,2025-08-14,25,25,0,58.0,1450.0,delivered
SO-2220,1,CUST-0570,IF-7230,WH-SOUTH,2025-07-31,2025-08-08,2025-08-08,2025-08-05,2025-08-09,25,25,0,76.0,1900.0,delivered
SO-2221,1,CUST-0700,PB-5980,WH-WEST,2025-08-08,2025-08-19,2025-08-20,2025-08-18,2025-08-20,10,10,0,26.5,265.0,delivered
SO-2222,1,CUST-0183,PB-6370,WH-WEST,2025-08-04,2025-08-17,2025-08-17,2025-08-15,2025-08-16,50,50,0,8.7,435.0,delivered
SO-2223,1,CUST-0025,SE-1890,WH-CENTRAL,2025-07-25,2025-08-05,2025-08-07,2025-08-04,2025-08-06,5,5,0,104.0,520.0,delivered
SO-2224,1,CUST-0089,PB-4340,WH-SOUTH,2025-08-07,2025-08-17,2025-08-17,2025-08-15,2025-08-18,5,5,0,48.0,240.0,delivered
SO-2225,1,CUST-0710,PB-4340,WH-WEST,2025-08-07,2025-08-10,2025-08-11,2025-08-11,2025-08-12,25,25,0,48.0,1200.0,delivered
SO-2226,1,CUST-0012,PB-4455,WH-CENTRAL,2025-07-30,2025-08-05,2025-08-07,2025-08-05,2025-08-08,10,10,0,24.0,240.0,delivered
SO-2227,1,CUST-0560,PB-4340,WH-SOUTH,2025-07-25,2025-08-02,2025-08-04,2025-08-04,2025-08-03,50,50,0,48.0,2400.0,delivered
SO-2228,1,CUST-0102,PB-4675,WH-SOUTH,2025-08-08,2025-08-16,2025-08-16,2025-08-13,2025-08-16,50,50,0,37.0,1850.0,delivered
SO-2229,1,CUST-0089,IF-8215,WH-WEST,2025-07-25,2025-08-06,2025-08-06,2025-08-05,2025-08-06,10,10,0,19.0,190.0,delivered
SO-2230,1,CUST-0041,IF-7780,WH-SOUTH,2025-08-11,2025-08-23,2025-08-23,2025-08-21,2025-08-24,10,10,0,21.0,210.0,delivered
SO-2231,1,CUST-0038,SE-2100,WH-CENTRAL,2025-07-23,2025-08-04,2025-08-04,2025-08-01,2025-08-04,50,50,0,16.0,800.0,delivered
SO-2232,1,CUST-0056,SE-3090,WH-WEST,2025-07-18,2025-07-27,2025-07-27,2025-07-26,2025-07-27,10,10,0,26.0,260.0,delivered
SO-2233,1,CUST-0012,PB-6195,WH-CENTRAL,2025-07-17,2025-07-31,2025-07-31,2025-07-30,2025-07-31,10,10,0,20.0,200.0,delivered
SO-2234,1,CUST-0025,HF-1780,WH-EAST,2025-07-30,2025-08-09,2025-08-09,2025-08-08,2025-08-09,25,25,0,70.0,1750.0,delivered
SO-2235,1,CUST-0455,IF-7675,WH-SOUTH,2025-07-23,2025-08-05,2025-08-05,2025-08-04,2025-08-05,50,50,0,14.0,700.0,delivered
SO-2236,1,CUST-0155,IF-8215,WH-EAST,2025-07-16,2025-07-23,2025-07-23,2025-07-20,2025-07-23,25,25,0,19.0,475.0,delivered
SO-2237,1,CUST-0134,HF-1995,WH-SOUTH,2025-08-04,2025-08-12,2025-08-12,2025-08-09,2025-08-12,10,10,0,31.0,310.0,delivered
SO-2238,1,CUST-0056,PB-5540,WH-EAST,2025-07-23,2025-08-04,2025-08-06,2025-08-05,2025-08-06,5,5,0,5.7,28.5,delivered
SO-2239,1,CUST-0147,PB-4995,WH-WEST,2025-08-04,2025-08-09,2025-08-10,2025-08-07,2025-08-10,5,5,0,33.0,165.0,delivered
SO-2240,1,CUST-0012,SE-3460,WH-CENTRAL,2025-07-30,2025-08-04,2025-08-04,2025-08-04,2025-08-04,50,50,0,48.0,2400.0,delivered
SO-2241,1,CUST-0640,HF-2215,WH-WEST,2025-07-17,2025-07-20,2025-07-22,2025-07-20,2025-07-22,25,25,0,41.0,1025.0,delivered
SO-2242,1,CUST-0305,PB-4230,WH-CENTRAL,2025-08-11,2025-08-25,2025-08-26,2025-08-26,2025-08-25,10,10,0,121.0,1210.0,delivered
SO-2243,1,CUST-0171,SE-3195,WH-CENTRAL,2025-07-30,2025-08-03,2025-08-03,2025-07-31,2025-08-03,10,10,0,12.0,120.0,delivered
SO-2244,1,CUST-0147,PB-5980,WH-EAST,2025-07-23,2025-08-06,2025-08-06,2025-08-05,2025-08-06,5,5,0,26.5,132.5,delivered
SO-2245,1,CUST-0410,EC-1610,WH-CENTRAL,2025-07-28,2025-08-06,2025-08-06,2025-08-05,2025-08-06,100,100,0,19.0,1900.0,delivered
SO-2246,1,CUST-0056,EC-1720,WH-CENTRAL,2025-07-17,2025-07-24,2025-07-24,2025-07-21,2025-07-24,10,10,0,5.5,55.0,delivered
SO-2247,1,CUST-0056,PB-4560,WH-WEST,2025-07-29,2025-08-05,2025-08-05,2025-08-03,2025-08-05,25,25,0,20.0,500.0,delivered
SO-2248,1,CUST-0128,PB-5430,WH-SOUTH,2025-07-18,2025-07-31,2025-07-31,2025-07-28,2025-07-31,25,25,0,409.0,10225.0,delivered
SO-2249,1,CUST-0056,SE-1230,WH-CENTRAL,2025-07-21,2025-07-26,2025-07-28,2025-07-28,2025-07-28,50,50,0,209.0,10450.0,delivered
SO-2250,1,CUST-0570,HF-1010,WH-EAST,2025-08-06,2025-08-11,2025-08-13,2025-08-11,2025-08-14,50,50,0,81.0,4050.0,delivered
SO-2251,1,CUST-0147,PB-5215,WH-EAST,2025-07-28,2025-08-02,2025-08-02,2025-07-31,2025-08-01,5,5,0,14.5,72.5,delivered
SO-2252,1,CUST-0215,EC-2275,WH-EAST,2025-08-12,2025-08-16,2025-08-16,2025-08-13,2025-08-16,10,10,0,41.0,410.0,delivered
SO-2253,1,CUST-0305,HF-1675,WH-SOUTH,2025-08-06,2025-08-15,2025-08-15,2025-08-13,2025-08-15,10,10,0,48.0,480.0,delivered
SO-2254,1,CUST-0560,PB-5320,WH-EAST,2025-08-05,2025-08-10,2025-08-10,2025-08-08,2025-08-11,50,50,0,23.0,1150.0,delivered
SO-2255,1,CUST-0115,SE-1560,WH-EAST,2025-08-01,2025-08-06,2025-08-07,2025-08-04,2025-08-07,10,10,0,19.0,190.0,delivered
SO-2256,1,CUST-0710,PB-6280,WH-WEST,2025-08-06,2025-08-10,2025-08-11,2025-08-11,2025-08-11,5,5,0,24.0,120.0,delivered
SO-2257,1,CUST-0128,IF-7780,WH-EAST,2025-07-28,2025-07-31,2025-07-31,2025-07-30,2025-07-31,50,50,0,21.0,1050.0,delivered
SO-2258,1,CUST-0073,HF-2650,WH-EAST,2025-08-08,2025-08-21,2025-08-21,2025-08-18,2025-08-21,50,50,0,61.0,3050.0,delivered
SO-2259,1,CUST-0610,PB-6370,WH-SOUTH,2025-08-04,2025-08-14,2025-08-16,2025-08-14,2025-08-16,5,5,0,8.7,43.5,delivered
SO-2260,1,CUST-0012,PB-4230,WH-WEST,2025-07-24,2025-07-31,2025-07-31,2025-07-29,2025-07-31,5,5,0,121.0,605.0,delivered
SO-2261,1,CUST-0038,IF-7125,WH-EAST,2025-07-21,2025-08-03,2025-08-03,2025-08-02,2025-08-03,10,10,0,47.0,470.0,delivered
SO-2262,1,CUST-0056,EC-1720,WH-WEST,2025-08-08,2025-08-15,2025-08-16,2025-08-16,2025-08-16,10,10,0,5.5,55.0,delivered
SO-2263,1,CUST-0025,HF-1125,WH-EAST,2025-07-21,2025-07-29,2025-07-30,2025-07-27,2025-07-30,25,25,0,37.0,925.0,delivered
SO-2264,1,CUST-0290,SE-1675,WH-WEST,2025-07-18,2025-07-21,2025-07-21,2025-07-18,2025-07-22,25,25,0,48.0,1200.0,delivered
SO-2265,1,CUST-0025,IF-9370,WH-SOUTH,2025-07-28,2025-08-05,2025-08-05,2025-08-04,2025-08-06,10,10,0,10.0,100.0,delivered
SO-2266,1,CUST-0290,SE-2100,WH-WEST,2025-07-31,2025-08-13,2025-08-13,2025-08-12,2025-08-13,25,25,0,16.0,400.0,delivered
SO-2267,1,CUST-0275,HF-3460,WH-EAST,2025-08-07,2025-08-14,2025-08-15,2025-08-12,2025-08-15,5,5,0,87.0,435.0,delivered
SO-2268,1,CUST-0620,IF-8650,WH-CENTRAL,2025-07-21,2025-08-03,2025-08-03,2025-08-02,2025-08-03,10,10,0,13.0,130.0,delivered
SO-2269,1,CUST-0171,IF-8540,WH-EAST,2025-08-12,2025-08-23,2025-08-24,2025-08-22,2025-08-24,10,10,0,26.0,260.0,delivered
SO-2270,1,CUST-0590,HF-2980,WH-CENTRAL,2025-07-28,2025-08-02,2025-08-02,2025-08-01,2025-08-02,5,5,0,4.7,23.5,delivered
SO-2271,1,CUST-0056,EC-1847,WH-EAST,2025-08-06,2025-08-13,2025-08-13,2025-08-12,2025-08-12,50,50,0,142.0,7100.0,delivered
SO-2272,1,CUST-0560,PB-4995,WH-EAST,2025-08-05,2025-08-13,2025-08-13,2025-08-13,2025-08-12,10,10,0,33.0,330.0,delivered
SO-2273,1,CUST-0012,EC-1847,WH-EAST,2025-08-13,2025-08-26,2025-08-27,2025-08-24,2025-08-27,10,10,0,142.0,1420.0,delivered
SO-2274,1,CUST-0155,HF-1455,WH-CENTRAL,2025-08-04,2025-08-07,2025-08-08,2025-08-08,2025-08-08,5,5,0,24.0,120.0,delivered
SO-2275,1,CUST-0320,IF-9195,WH-SOUTH,2025-07-17,2025-07-24,2025-07-25,2025-07-23,2025-07-25,10,10,0,13.5,135.0,delivered
SO-2276,1,CUST-0183,PB-5100,WH-EAST,2025-07-23,2025-07-27,2025-07-27,2025-07-24,2025-07-28,10,10,0,27.0,270.0,delivered
SO-2277,1,CUST-0147,HF-3460,WH-WEST,2025-08-11,2025-08-20,2025-08-20,2025-08-18,2025-08-21,50,50,0,87.0,4350.0,delivered
SO-2278,1,CUST-0200,PB-4230,WH-CENTRAL,2025-07-21,2025-07-30,2025-07-31,2025-07-30,2025-07-30,5,5,0,121.0,605.0,delivered
SO-2279,1,CUST-0230,EC-3004,WH-WEST,2025-07-29,2025-08-09,2025-08-11,2025-08-08,2025-08-10,50,50,0,209.0,10450.0,delivered
SO-2280,1,CUST-0305,IF-9280,WH-SOUTH,2025-07-18,2025-07-31,2025-08-01,2025-07-29,2025-08-01,25,25,0,28.0,700.0,delivered
SO-2281,1,CUST-0290,PB-6280,WH-EAST,2025-08-11,2025-08-22,2025-08-23,2025-08-23,2025-08-22,25,25,0,24.0,600.0,delivered
SO-2282,1,CUST-0245,HF-1780,WH-CENTRAL,2025-08-05,2025-08-08,2025-08-08,2025-08-08,2025-08-08,50,50,0,70.0,3500.0,delivered
SO-2283,1,CUST-0056,EC-1720,WH-SOUTH,2025-08-01,2025-08-09,2025-08-09,2025-08-06,2025-08-09,10,10,0,5.5,55.0,delivered
SO-2284,1,CUST-0155,SE-2650,WH-SOUTH,2025-07-29,2025-08-05,2025-08-06,2025-08-06,2025-08-06,25,25,0,325.0,8125.0,delivered
SO-2285,1,CUST-0260,IF-9370,WH-SOUTH,2025-07-18,2025-07-23,2025-07-23,2025-07-21,2025-07-23,25,25,0,10.0,250.0,delivered
SO-2286,1,CUST-0038,EC-2680,WH-CENTRAL,2025-07-30,2025-08-11,2025-08-12,2025-08-10,2025-08-12,5,5,0,75.0,375.0,delivered
SO-2287,1,CUST-0320,SE-2100,WH-EAST,2025-07-24,2025-07-28,2025-07-30,2025-07-30,2025-07-29,10,10,0,16.0,160.0,delivered
SO-2288,1,CUST-0395,EC-3517,WH-CENTRAL,2025-07-31,2025-08-11,2025-08-11,2025-08-08,2025-08-11,50,50,0,73.0,3650.0,delivered
SO-2289,1,CUST-0680,HF-3370,WH-EAST,2025-08-08,2025-08-17,2025-08-17,2025-08-17,2025-08-18,10,10,0,44.0,440.0,delivered
SO-2290,1,CUST-0134,HF-2540,WH-WEST,2025-08-12,2025-08-16,2025-08-16,2025-08-15,2025-08-16,25,25,0,237.0,5925.0,delivered
SO-2291,1,CUST-0115,HF-1675,WH-WEST,2025-07-31,2025-08-06,2025-08-06,2025-08-06,2025-08-07,10,10,0,48.0,480.0,delivered
SO-2292,1,CUST-0038,IF-9280,WH-EAST,2025-08-01,2025-08-13,2025-08-15,2025-08-15,2025-08-15,25,25,0,28.0,700.0,delivered
SO-2293,1,CUST-0215,EC-2790,WH-SOUTH,2025-07-16,2025-07-27,2025-07-27,2025-07-24,2025-07-26,5,5,0,104.0,520.0,delivered
SO-2294,1,CUST-0056,HF-2760,WH-WEST,2025-07-16,2025-07-23,2025-07-24,2025-07-21,2025-07-24,25,25,0,164.0,4100.0,delivered
SO-2295,1,CUST-0550,HF-2980,WH-WEST,2025-07-31,2025-08-14,2025-08-16,2025-08-14,2025-08-16,25,25,0,4.7,117.5,delivered
SO-2296,1,CUST-0089,IF-8540,WH-CENTRAL,2025-08-13,2025-08-25,2025-08-25,2025-08-22,2025-08-25,50,50,0,26.0,1300.0,delivered
SO-2297,1,CUST-0410,SE-3195,WH-EAST,2025-07-23,2025-07-27,2025-07-27,2025-07-26,2025-07-27,25,25,0,12.0,300.0,delivered
SO-2298,1,CUST-0530,IF-7010,WH-EAST,2025-08-08,2025-08-12,2025-08-12,2025-08-10,2025-08-13,50,50,0,54.0,2700.0,delivered
SO-2299,1,CUST-0740,PB-5320,WH-SOUTH,2025-07-21,2025-07-27,2025-07-29,2025-07-29,2025-07-30,25,25,0,23.0,575.0,delivered
SO-2300,1,CUST-0089,IF-8100,WH-CENTRAL,2025-08-04,2025-08-17,2025-08-17,2025-08-16,2025-08-18,25,25,0,16.5,412.5,delivered
SO-2301,1,CUST-0155,SE-2215,WH-CENTRAL,2025-07-23,2025-08-01,2025-08-02,2025-08-02,2025-08-03,5,5,0,11.5,57.5,delivered
SO-2302,1,CUST-0630,PB-5430,WH-WEST,2025-07-29,2025-08-03,2025-08-03,2025-07-31,2025-08-03,50,50,0,409.0,20450.0,delivered
SO-2303,1,CUST-0335,HF-1125,WH-CENTRAL,2025-07-23,2025-07-30,2025-07-30,2025-07-27,2025-07-29,10,10,0,37.0,370.0,delivered
SO-2304,1,CUST-0038,EC-2050,WH-WEST,2025-08-13,2025-08-18,2025-08-18,2025-08-18,2025-08-17,10,10,0,3.5,35.0,delivered
SO-2305,1,CUST-0520,IF-8760,WH-EAST,2025-07-15,2025-07-22,2025-07-22,2025-07-20,2025-07-22,100,100,0,17.5,1750.0,delivered
SO-2306,1,CUST-0320,IF-8650,WH-CENTRAL,2025-07-17,2025-07-27,2025-07-28,2025-07-26,2025-07-29,25,25,0,13.0,325.0,delivered
SO-2307,1,CUST-0134,EC-1205,WH-CENTRAL,2025-08-01,2025-08-15,2025-08-15,2025-08-12,2025-08-15,10,10,0,48.0,480.0,delivered
SO-2308,1,CUST-0067,IF-7780,WH-CENTRAL,2025-08-13,2025-08-16,2025-08-18,2025-08-15,2025-08-19,25,25,0,21.0,525.0,delivered
SO-2309,1,CUST-0038,EC-2275,WH-SOUTH,2025-07-30,2025-08-03,2025-08-03,2025-08-01,2025-08-02,50,50,0,41.0,2050.0,delivered
SO-2310,1,CUST-0073,PB-5215,WH-CENTRAL,2025-08-01,2025-08-07,2025-08-07,2025-08-06,2025-08-06,50,50,0,14.5,725.0,delivered
SO-2311,1,CUST-0155,SE-2760,WH-EAST,2025-08-08,2025-08-12,2025-08-12,2025-08-10,2025-08-11,25,25,0,114.0,2850.0,delivered
SO-2312,1,CUST-0038,SE-1995,WH-WEST,2025-08-06,2025-08-12,2025-08-12,2025-08-12,2025-08-12,25,25,0,76.0,1900.0,delivered
SO-2313,1,CUST-0730,SE-3370,WH-WEST,2025-07-22,2025-07-28,2025-07-28,2025-07-28,2025-07-29,50,50,0,18.0,900.0,delivered
SO-2314,1,CUST-0305,IF-8980,WH-WEST,2025-07-17,2025-07-28,2025-07-29,2025-07-26,2025-07-29,50,50,0,9.5,475.0,delivered
SO-2315,1,CUST-0320,SE-2215,WH-WEST,2025-08-05,2025-08-09,2025-08-09,2025-08-07,2025-08-09,10,10,0,11.5,115.0,delivered
SO-2316,1,CUST-0260,SE-2215,WH-EAST,2025-07-17,2025-07-31,2025-07-31,2025-07-31,2025-07-31,50,50,0,11.5,575.0,delivered
SO-2317,1,CUST-0012,EC-2970,WH-CENTRAL,2025-08-08,2025-08-13,2025-08-13,2025-08-11,2025-08-13,10,10,0,28.0,280.0,delivered
SO-2318,1,CUST-0640,HF-2650,WH-EAST,2025-08-11,2025-08-17,2025-08-17,2025-08-14,2025-08-17,25,25,0,61.0,1525.0,delivered
SO-2319,1,CUST-0056,EC-2790,WH-CENTRAL,2025-07-29,2025-08-04,2025-08-05,2025-08-02,2025-08-06,25,25,0,104.0,2600.0,delivered
SO-2320,1,CUST-0038,EC-2160,WH-EAST,2025-07-23,2025-08-03,2025-08-03,2025-08-03,2025-08-03,25,25,0,12.5,312.5,delivered
SO-2321,1,CUST-0168,HF-1560,WH-WEST,2025-07-28,2025-08-04,2025-08-06,2025-08-06,2025-08-06,50,50,0,58.0,2900.0,delivered
SO-2322,1,CUST-0520,SE-2650,WH-SOUTH,2025-08-12,2025-08-22,2025-08-22,2025-08-19,2025-08-22,10,10,0,325.0,3250.0,delivered
SO-2323,1,CUST-0056,EC-3517,WH-WEST,2025-08-11,2025-08-25,2025-08-25,2025-08-22,2025-08-26,10,10,0,73.0,730.0,delivered
SO-2324,1,CUST-0320,EC-1580,WH-SOUTH,2025-08-11,2025-08-23,2025-08-25,2025-08-23,2025-08-25,5,5,0,37.0,185.0,delivered
SO-2325,1,CUST-0350,EC-1847,WH-EAST,2025-08-12,2025-08-17,2025-08-17,2025-08-15,2025-08-17,50,50,0,142.0,7100.0,delivered
SO-2326,1,CUST-0440,SE-1780,WH-WEST,2025-07-21,2025-07-30,2025-07-30,2025-07-30,2025-07-30,100,100,0,28.0,2800.0,delivered
SO-2327,1,CUST-0012,EC-1720,WH-EAST,2025-07-18,2025-07-21,2025-07-21,2025-07-21,2025-07-21,25,25,0,5.5,137.5,delivered
SO-2328,1,CUST-0290,IF-8215,WH-SOUTH,2025-07-18,2025-07-22,2025-07-22,2025-07-21,2025-07-22,10,10,0,19.0,190.0,delivered
SO-2329,1,CUST-0038,EC-2490,WH-CENTRAL,2025-07-21,2025-07-29,2025-07-29,2025-07-28,2025-07-29,5,5,0,65.0,325.0,delivered
SO-2330,1,CUST-0425,PB-5540,WH-CENTRAL,2025-08-08,2025-08-11,2025-08-13,2025-08-12,2025-08-13,50,50,0,5.7,285.0,delivered
SO-2331,1,CUST-0260,PB-6280,WH-WEST,2025-07-31,2025-08-10,2025-08-10,2025-08-10,2025-08-10,25,25,0,24.0,600.0,delivered
SO-2332,1,CUST-0115,SE-2650,WH-WEST,2025-07-16,2025-07-27,2025-07-27,2025-07-24,2025-07-27,5,5,0,325.0,1625.0,delivered
SO-2333,1,CUST-0038,SE-3460,WH-EAST,2025-08-13,2025-08-16,2025-08-16,2025-08-16,2025-08-16,25,25,0,48.0,1200.0,delivered
SO-2334,1,CUST-0720,IF-8320,WH-WEST,2025-07-28,2025-08-07,2025-08-09,2025-08-07,2025-08-09,10,10,0,11.0,110.0,delivered
